"Time stamp","Estimate rec. thermal power TO HTF | (MWt)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Field optical efficiency before defocus"
"Oct 2, 01:00 pm",41.9437,259.234,77.9158,0.279921
"Oct 2, 02:00 pm",34.3487,266.336,91.19,0
"Oct 2, 03:00 pm",22.5506,273.271,104.499,0
"Oct 2, 04:00 pm",10.7794,280.846,117.708,0
"Oct 2, 05:00 pm",0,290.211,130.538,0
"Oct 2, 06:00 pm",0,303.512,142.443,0
"Oct 2, 07:00 pm",0,324.99,152.081,0
"Oct 2, 08:00 pm",0,358.465,156.399,0
"Oct 2, 09:00 pm",0,32.7398,152.719,0
"Oct 2, 10:00 pm",0,55.1861,143.391,0
"Oct 2, 11:00 pm",0,68.9919,131.615,0
"Oct 3, 12:00 am",0,78.5989,118.843,0
"Oct 3, 01:00 am",0,86.2899,105.664,0
"Oct 3, 02:00 am",0,93.2693,92.3702,0
"Oct 3, 03:00 am",0,100.358,79.0923,0.229382
"Oct 3, 04:00 am",0,108.359,66.2531,0.715707
"Oct 3, 05:00 am",0,118.368,54.0528,0.709135
"Oct 3, 06:00 am",303.791,132.136,43.1734,0.702099
"Oct 3, 07:00 am",340.313,152.125,34.9497,0.696113
"Oct 3, 08:00 am",352.052,178.901,31.575,0.693368
"Oct 3, 09:00 am",370.359,206.004,34.5156,0.695689
"Oct 3, 10:00 am",359.78,226.52,42.4716,0.701489
"Oct 3, 11:00 am",323.482,240.642,53.2176,0.708454
"Oct 3, 12:00 pm",238.599,250.842,65.355,0.715167
"Oct 3, 01:00 pm",41.724,258.928,78.1709,0.269044
"Oct 3, 02:00 pm",33.8775,266.029,91.4376,0
"Oct 3, 03:00 pm",21.9696,272.954,104.746,0
"Oct 3, 04:00 pm",10.2365,280.508,117.964,0
"Oct 3, 05:00 pm",0,289.842,130.816,0
"Oct 3, 06:00 pm",0,303.125,142.76,0
"Oct 3, 07:00 pm",0,324.709,152.453,0
"Oct 3, 08:00 pm",0,358.639,156.787,0
"Oct 3, 09:00 pm",0,33.2994,153.018,0
"Oct 3, 10:00 pm",0,55.7505,143.597,0
"Oct 3, 11:00 pm",0,69.4795,131.765,0
"Oct 4, 12:00 am",0,79.0269,118.964,0
"Oct 4, 01:00 am",0,86.6829,105.773,0
"Oct 4, 02:00 am",0,93.6479,92.4789,0
"Oct 4, 03:00 am",0,100.739,79.2104,0.224928
"Oct 4, 04:00 am",0,108.76,66.3948,0.704943
"Oct 4, 05:00 am",324.344,118.799,54.233,0.708608
"Oct 4, 06:00 am",393.492,132.59,43.4132,0.701462
"Oct 4, 07:00 am",395.643,152.524,35.2689,0.695324
"Oct 4, 08:00 am",390.993,179.059,31.9593,0.692532
"Oct 4, 09:00 am",363.926,205.865,34.9007,0.694936
"Oct 4, 10:00 am",346.164,226.24,42.8162,0.700904
"Oct 4, 11:00 am",305.517,240.331,53.5212,0.707984
"Oct 4, 12:00 pm",220.122,250.532,65.6287,0.714869
"Oct 4, 01:00 pm",41.5894,258.623,78.425,0.258396
"Oct 4, 02:00 pm",33.5642,265.722,91.6835,0
"Oct 4, 03:00 pm",21.8537,272.636,104.991,0
"Oct 4, 04:00 pm",10.1023,280.168,118.217,0
"Oct 4, 05:00 pm",0,289.47,131.09,0
"Oct 4, 06:00 pm",0,302.732,143.073,0
"Oct 4, 07:00 pm",0,324.419,152.822,0
"Oct 4, 08:00 pm",0,358.815,157.174,0
"Oct 4, 09:00 pm",0,33.8667,153.316,0
"Oct 4, 10:00 pm",0,56.3176,143.801,0
"Oct 4, 11:00 pm",0,69.9674,131.913,0
"Oct 5, 12:00 am",0,79.4541,119.084,0
"Oct 5, 01:00 am",0,87.0747,105.881,0
"Oct 5, 02:00 am",0,94.0251,92.5884,0
"Oct 5, 03:00 am",0,101.119,79.3301,0.22046
"Oct 5, 04:00 am",0,109.158,66.5384,0.715015
"Oct 5, 05:00 am",0,119.227,54.4153,0.708074
"Oct 5, 06:00 am",0,133.038,43.6549,0.700662
"Oct 5, 07:00 am",275.934,152.914,35.5891,0.69452
"Oct 5, 08:00 am",282.077,179.211,32.3427,0.69168
"Oct 5, 09:00 am",278.677,205.727,35.2844,0.694169
"Oct 5, 10:00 am",262.318,225.964,43.1594,0.700308
"Oct 5, 11:00 am",222.453,240.022,53.8234,0.707504
"Oct 5, 12:00 pm",188.223,250.224,65.9008,0.714565
"Oct 5, 01:00 pm",41.1248,258.319,78.6766,0.247978
"Oct 5, 02:00 pm",31.9989,265.415,91.9275,0
"Oct 5, 03:00 pm",19.8941,272.318,105.233,0
"Oct 5, 04:00 pm",8.27807,279.826,118.468,0
"Oct 5, 05:00 pm",0,289.094,131.362,0
"Oct 5, 06:00 pm",0,302.333,143.383,0
"Oct 5, 07:00 pm",0,324.12,153.189,0
"Oct 5, 08:00 pm",0,358.992,157.559,0
"Oct 5, 09:00 pm",0,34.4416,153.611,0
"Oct 5, 10:00 pm",0,56.8871,144.002,0
"Oct 5, 11:00 pm",0,70.4552,132.06,0
"Oct 6, 12:00 am",0,79.8805,119.204,0
"Oct 6, 01:00 am",0,87.4654,105.991,0
"Oct 6, 02:00 am",0,94.4007,92.6988,0
"Oct 6, 03:00 am",0,101.497,79.4515,0.215976
"Oct 6, 04:00 am",0,109.553,66.6839,0.714656
"Oct 6, 05:00 am",0,119.65,54.5999,0.707522
"Oct 6, 06:00 am",299.968,133.48,43.8988,0.700147
"Oct 6, 07:00 am",319.384,153.295,35.9103,0.693699
"Oct 6, 08:00 am",311.169,179.357,32.7254,0.690813
"Oct 6, 09:00 am",325.697,205.59,35.6668,0.693389
"Oct 6, 10:00 am",312.75,225.689,43.5016,0.6997
"Oct 6, 11:00 am",276.73,239.715,54.1246,0.707017
"Oct 6, 12:00 pm",196.048,249.917,66.1718,0.714254
"Oct 6, 01:00 pm",41.0538,258.015,78.927,0.237793
"Oct 6, 02:00 pm",31.9502,265.109,92.1695,0
"Oct 6, 03:00 pm",19.9442,271.999,105.474,0
"Oct 6, 04:00 pm",8.4342,279.482,118.716,0
"Oct 6, 05:00 pm",0,288.716,131.63,0
"Oct 6, 06:00 pm",0,301.928,143.69,0
"Oct 6, 07:00 pm",0,323.811,153.554,0
"Oct 6, 08:00 pm",0,359.171,157.943,0
"Oct 6, 09:00 pm",0,35.024,153.904,0
"Oct 6, 10:00 pm",0,57.4589,144.201,0
"Oct 6, 11:00 pm",0,70.9428,132.206,0
"Oct 7, 12:00 am",0,80.3059,119.324,0
"Oct 7, 01:00 am",0,87.8547,106.1,0
"Oct 7, 02:00 am",0,94.7747,92.8101,0
"Oct 7, 03:00 am",0,101.873,79.5736,0.211476
"Oct 7, 04:00 am",0,109.945,66.8309,0.714287
"Oct 7, 05:00 am",0,120.069,54.7864,0.706986
"Oct 7, 06:00 am",236.414,133.914,44.1446,0.69947
"Oct 7, 07:00 am",265.828,153.666,36.2324,0.692864
"Oct 7, 08:00 am",268.768,179.497,33.1073,0.68993
"Oct 7, 09:00 am",257.352,205.454,36.0477,0.692595
"Oct 7, 10:00 am",245.386,225.418,43.8426,0.699082
"Oct 7, 11:00 am",207.21,239.41,54.4249,0.70652
"Oct 7, 12:00 pm",131.38,249.611,66.4417,0.713937
"Oct 7, 01:00 pm",40.3847,257.712,79.1764,0.227843
"Oct 7, 02:00 pm",30.4191,264.802,92.4093,0
"Oct 7, 03:00 pm",18.061,271.679,105.711,0
"Oct 7, 04:00 pm",0,279.138,118.961,0
"Oct 7, 05:00 pm",0,288.334,131.895,0
"Oct 7, 06:00 pm",0,301.516,143.994,0
"Oct 7, 07:00 pm",0,323.493,153.917,0
"Oct 7, 08:00 pm",0,359.352,158.326,0
"Oct 7, 09:00 pm",0,35.6138,154.195,0
"Oct 7, 10:00 pm",0,58.0327,144.398,0
"Oct 7, 11:00 pm",0,71.43,132.351,0
"Oct 8, 12:00 am",0,80.7302,119.443,0
"Oct 8, 01:00 am",0,88.2424,106.21,0
"Oct 8, 02:00 am",0,95.1468,92.9224,0
"Oct 8, 03:00 am",0,102.246,79.6977,0.20696
"Oct 8, 04:00 am",0,110.334,66.9801,0.71391
"Oct 8, 05:00 am",0,120.483,54.9752,0.706444
"Oct 8, 06:00 am",244.252,134.342,44.3923,0.698731
"Oct 8, 07:00 am",281.566,154.029,36.5553,0.692013
"Oct 8, 08:00 am",284.72,179.63,33.4881,0.689032
"Oct 8, 09:00 am",268.953,205.317,36.4269,0.691787
"Oct 8, 10:00 am",258.549,225.149,44.1821,0.698453
"Oct 8, 11:00 am",225.06,239.107,54.7235,0.706024
"Oct 8, 12:00 pm",149.914,249.306,66.7097,0.713612
"Oct 8, 01:00 pm",40.4277,257.409,79.4233,0.218128
"Oct 8, 02:00 pm",30.6204,264.496,92.6469,0
"Oct 8, 03:00 pm",18.3882,271.359,105.946,0
"Oct 8, 04:00 pm",0,278.791,119.203,0
"Oct 8, 05:00 pm",0,287.95,132.157,0
"Oct 8, 06:00 pm",0,301.098,144.294,0
"Oct 8, 07:00 pm",0,323.163,154.276,0
"Oct 8, 08:00 pm",0,359.533,158.707,0
"Oct 8, 09:00 pm",0,36.2107,154.483,0
"Oct 8, 10:00 pm",0,58.6082,144.593,0
"Oct 8, 11:00 pm",0,71.9167,132.495,0
"Oct 9, 12:00 am",0,81.1531,119.562,0
"Oct 9, 01:00 am",0,88.6286,106.321,0
"Oct 9, 02:00 am",0,95.5171,93.0357,0
"Oct 9, 03:00 am",0,102.617,79.8235,0.202426
"Oct 9, 04:00 am",0,110.721,67.1313,0.713525
"Oct 9, 05:00 am",0,120.893,55.1661,0.705875
"Oct 9, 06:00 am",216.82,134.762,44.6419,0.697934
"Oct 9, 07:00 am",286.295,154.381,36.8788,0.691148
"Oct 9, 08:00 am",290.238,179.757,33.8677,0.688119
"Oct 9, 09:00 am",283.367,205.181,36.8043,0.690966
"Oct 9, 10:00 am",275.677,224.882,44.5199,0.697813
"Oct 9, 11:00 am",245.471,238.806,55.0204,0.705581
"Oct 9, 12:00 pm",170.295,249.003,66.9758,0.713281
"Oct 9, 01:00 pm",40.8224,257.107,79.6677,0.20865
"Oct 9, 02:00 pm",31.1856,264.19,92.8821,0
"Oct 9, 03:00 pm",18.925,271.038,106.179,0
"Oct 9, 04:00 pm",0,278.444,119.442,0
"Oct 9, 05:00 pm",0,287.562,132.414,0
"Oct 9, 06:00 pm",0,300.673,144.59,0
"Oct 9, 07:00 pm",0,322.823,154.632,0
"Oct 9, 08:00 pm",0,359.715,159.087,0
"Oct 9, 09:00 pm",0,36.8147,154.768,0
"Oct 9, 10:00 pm",0,59.1852,144.786,0
"Oct 9, 11:00 pm",0,72.4026,132.637,0
"Oct 10, 12:00 am",0,81.5745,119.681,0
"Oct 10, 01:00 am",0,89.0129,106.431,0
"Oct 10, 02:00 am",0,95.8852,93.15,0
"Oct 10, 03:00 am",0,102.986,79.9504,0.197876
"Oct 10, 04:00 am",0,111.104,67.284,0.713131
"Oct 10, 05:00 am",0,121.298,55.3589,0.705347
"Oct 10, 06:00 am",246.821,135.176,44.8932,0.697318
"Oct 10, 07:00 am",281.98,154.725,37.2028,0.690267
"Oct 10, 08:00 am",284.882,179.878,34.2461,0.687191
"Oct 10, 09:00 am",293.952,205.045,37.1799,0.690131
"Oct 10, 10:00 am",285.835,224.617,44.856,0.697162
"Oct 10, 11:00 am",253.844,238.507,55.3158,0.70513
"Oct 10, 12:00 pm",174.224,248.7,67.2402,0.712943
"Oct 10, 01:00 pm",40.7345,256.806,79.9104,0.199409
"Oct 10, 02:00 pm",31.0613,263.883,93.1146,0
"Oct 10, 03:00 pm",18.8112,270.717,106.408,0
"Oct 10, 04:00 pm",0,278.095,119.677,0
"Oct 10, 05:00 pm",0,287.171,132.668,0
"Oct 10, 06:00 pm",0,300.241,144.882,0
"Oct 10, 07:00 pm",0,322.472,154.986,0
"Oct 10, 08:00 pm",0,359.897,159.465,0
"Oct 10, 09:00 pm",0,37.4256,155.051,0
"Oct 10, 10:00 pm",0,59.7634,144.977,0
"Oct 10, 11:00 pm",0,72.8875,132.779,0
"Oct 11, 12:00 am",0,81.9944,119.799,0
"Oct 11, 01:00 am",0,89.3954,106.543,0
"Oct 11, 02:00 am",0,96.2512,93.2653,0
"Oct 11, 03:00 am",0,103.352,80.079,0.193308
"Oct 11, 04:00 am",0,111.483,67.4388,0.709702
"Oct 11, 05:00 am",0,121.698,55.5537,0.704787
"Oct 11, 06:00 am",249.086,135.582,45.1461,0.696544
"Oct 11, 07:00 am",293.337,155.059,37.5272,0.689373
"Oct 11, 08:00 am",296.107,179.993,34.6231,0.686248
"Oct 11, 09:00 am",299.464,204.909,37.5533,0.689284
"Oct 11, 10:00 am",294.394,224.354,45.1902,0.6965
"Oct 11, 11:00 am",264.713,238.209,55.609,0.704671
"Oct 11, 12:00 pm",183.451,248.399,67.5022,0.707841
"Oct 11, 01:00 pm",40.6088,256.505,80.1499,0.190407
"Oct 11, 02:00 pm",30.6809,263.578,93.3446,0
"Oct 11, 03:00 pm",18.2863,270.396,106.634,0
"Oct 11, 04:00 pm",0,277.745,119.909,0
"Oct 11, 05:00 pm",0,286.777,132.918,0
"Oct 11, 06:00 pm",0,299.803,145.17,0
"Oct 11, 07:00 pm",0,322.109,155.336,0
"Oct 11, 08:00 pm",0,0.080032,159.842,0
"Oct 11, 09:00 pm",0,38.0431,155.332,0
"Oct 11, 10:00 pm",0,60.3426,145.166,0
"Oct 11, 11:00 pm",0,73.3713,132.919,0
"Oct 12, 12:00 am",0,82.4125,119.918,0
"Oct 12, 01:00 am",0,89.7758,106.655,0
"Oct 12, 02:00 am",0,96.6149,93.3818,0
"Oct 12, 03:00 am",0,103.715,80.2091,0.188724
"Oct 12, 04:00 am",0,111.859,67.5954,0.706034
"Oct 12, 05:00 am",0,122.093,55.7505,0.70426
"Oct 12, 06:00 am",314.441,135.981,45.4005,0.695892
"Oct 12, 07:00 am",332.412,155.385,37.8518,0.688464
"Oct 12, 08:00 am",333.416,180.102,34.9985,0.685292
"Oct 12, 09:00 am",375.817,204.773,37.9246,0.688423
"Oct 12, 10:00 am",368.792,224.093,45.5222,0.695828
"Oct 12, 11:00 am",339.088,237.914,55.9002,0.704203
"Oct 12, 12:00 pm",250.377,248.1,67.7619,0.700809
"Oct 12, 01:00 pm",41.1604,256.206,80.3868,0.181643
"Oct 12, 02:00 pm",32.4373,263.272,93.5716,0
"Oct 12, 03:00 pm",20.1303,270.074,106.857,0
"Oct 12, 04:00 pm",8.54322,277.394,120.137,0
"Oct 12, 05:00 pm",0,286.381,133.164,0
"Oct 12, 06:00 pm",0,299.359,145.453,0
"Oct 12, 07:00 pm",0,321.733,155.682,0
"Oct 12, 08:00 pm",0,0.262739,160.216,0
"Oct 12, 09:00 pm",0,38.6671,155.609,0
"Oct 12, 10:00 pm",0,60.9226,145.353,0
"Oct 12, 11:00 pm",0,73.8538,133.059,0
"Oct 13, 12:00 am",0,82.8287,120.036,0
"Oct 13, 01:00 am",0,90.1541,106.767,0
"Oct 13, 02:00 am",0,96.9762,93.4994,0
"Oct 13, 03:00 am",0,104.076,80.3403,0.184123
"Oct 13, 04:00 am",0,112.231,67.7537,0.702313
"Oct 13, 05:00 am",0,122.482,55.9491,0.703709
"Oct 13, 06:00 am",351.215,136.372,45.6565,0.69514
"Oct 13, 07:00 am",360.373,155.701,38.1767,0.687542
"Oct 13, 08:00 am",355.759,180.205,35.3725,0.684321
"Oct 13, 09:00 am",373.762,204.637,38.2937,0.68755
"Oct 13, 10:00 am",364.439,223.835,45.8523,0.695145
"Oct 13, 11:00 am",333.293,237.62,56.1896,0.703727
"Oct 13, 12:00 pm",238.581,247.801,68.0199,0.693843
"Oct 13, 01:00 pm",40.9111,255.907,80.6221,0.173116
"Oct 13, 02:00 pm",31.8471,262.967,93.7958,0
"Oct 13, 03:00 pm",19.4547,269.753,107.077,0
"Oct 13, 04:00 pm",0,277.041,120.361,0
"Oct 13, 05:00 pm",0,285.981,133.406,0
"Oct 13, 06:00 pm",0,298.907,145.732,0
"Oct 13, 07:00 pm",0,321.345,156.025,0
"Oct 13, 08:00 pm",0,0.445172,160.589,0
"Oct 13, 09:00 pm",0,39.2974,155.884,0
"Oct 13, 10:00 pm",0,61.5031,145.538,0
"Oct 13, 11:00 pm",0,74.3348,133.198,0
"Oct 14, 12:00 am",0,83.2428,120.154,0
"Oct 14, 01:00 am",0,90.5301,106.88,0
"Oct 14, 02:00 am",0,97.3349,93.6181,0
"Oct 14, 03:00 am",0,104.433,80.4732,0.179483
"Oct 14, 04:00 am",0,112.599,67.9137,0.698537
"Oct 14, 05:00 am",0,122.867,56.1495,0.703157
"Oct 14, 06:00 am",369.021,136.756,45.9138,0.694376
"Oct 14, 07:00 am",375.461,156.008,38.5017,0.686607
"Oct 14, 08:00 am",372.946,180.302,35.7448,0.683336
"Oct 14, 09:00 am",374.018,204.501,38.6604,0.686664
"Oct 14, 10:00 am",373.001,223.578,46.1801,0.694452
"Oct 14, 11:00 am",350.305,237.328,56.4766,0.703243
"Oct 14, 12:00 pm",262.34,247.504,68.2753,0.686948
"Oct 14, 01:00 pm",41.3697,255.608,80.8542,0.164809
"Oct 14, 02:00 pm",32.7885,262.662,94.0169,0
"Oct 14, 03:00 pm",20.8595,269.431,107.293,0
"Oct 14, 04:00 pm",8.96929,276.688,120.581,0
"Oct 14, 05:00 pm",0,285.579,133.643,0
"Oct 14, 06:00 pm",0,298.45,146.006,0
"Oct 14, 07:00 pm",0,320.945,156.364,0
"Oct 14, 08:00 pm",0,0.627058,160.96,0
"Oct 14, 09:00 pm",0,39.9339,156.156,0
"Oct 14, 10:00 pm",0,62.0838,145.72,0
"Oct 14, 11:00 pm",0,74.8142,133.336,0
"Oct 15, 12:00 am",0,83.6548,120.273,0
"Oct 15, 01:00 am",0,90.9037,106.994,0
"Oct 15, 02:00 am",0,97.6909,93.738,0
"Oct 15, 03:00 am",0,104.787,80.6075,0.174813
"Oct 15, 04:00 am",0,112.964,68.0756,0.694706
"Oct 15, 05:00 am",0,123.246,56.3517,0.702597
"Oct 15, 06:00 am",328.579,137.132,46.1724,0.693602
"Oct 15, 07:00 am",337.629,156.305,38.8265,0.685658
"Oct 15, 08:00 am",335.285,180.393,36.1152,0.682338
"Oct 15, 09:00 am",374.949,204.364,39.0246,0.685766
"Oct 15, 10:00 am",373.448,223.322,46.5053,0.693749
"Oct 15, 11:00 am",350.195,237.037,56.7612,0.702751
"Oct 15, 12:00 pm",264.966,247.208,68.528,0.680128
"Oct 15, 01:00 pm",41.3173,255.311,81.0834,0.156729
"Oct 15, 02:00 pm",32.7053,262.357,94.2348,0
"Oct 15, 03:00 pm",20.5238,269.108,107.505,0
"Oct 15, 04:00 pm",9.04266,276.334,120.798,0
"Oct 15, 05:00 pm",0,285.175,133.875,0
"Oct 15, 06:00 pm",0,297.985,146.275,0
"Oct 15, 07:00 pm",0,320.531,156.699,0
"Oct 15, 08:00 pm",0,0.808113,161.329,0
"Oct 15, 09:00 pm",0,40.5762,156.426,0
"Oct 15, 10:00 pm",0,62.6645,145.901,0
"Oct 15, 11:00 pm",0,75.2916,133.473,0
"Oct 16, 12:00 am",0,84.0644,120.391,0
"Oct 16, 01:00 am",0,91.2747,107.109,0
"Oct 16, 02:00 am",0,98.0441,93.859,0
"Oct 16, 03:00 am",0,105.138,80.743,0.170129
"Oct 16, 04:00 am",0,113.324,68.239,0.69082
"Oct 16, 05:00 am",0,123.62,56.5556,0.702028
"Oct 16, 06:00 am",348.34,137.5,46.4321,0.692816
"Oct 16, 07:00 am",356.532,156.594,39.1511,0.684697
"Oct 16, 08:00 am",353.881,180.479,36.4836,0.681327
"Oct 16, 09:00 am",363.066,204.227,39.3861,0.684855
"Oct 16, 10:00 am",359.475,223.069,46.828,0.693035
"Oct 16, 11:00 am",332.663,236.749,57.0432,0.702251
"Oct 16, 12:00 pm",238.682,246.913,68.778,0.673387
"Oct 16, 01:00 pm",40.8411,255.014,81.3094,0.148886
"Oct 16, 02:00 pm",31.6825,262.053,94.4495,0
"Oct 16, 03:00 pm",19.2749,268.786,107.714,0
"Oct 16, 04:00 pm",0,275.979,121.01,0
"Oct 16, 05:00 pm",0,284.768,134.103,0
"Oct 16, 06:00 pm",0,297.515,146.54,0
"Oct 16, 07:00 pm",0,320.103,157.03,0
"Oct 16, 08:00 pm",0,0.988048,161.695,0
"Oct 16, 09:00 pm",0,41.2242,156.692,0
"Oct 16, 10:00 pm",0,63.2449,146.08,0
"Oct 16, 11:00 pm",0,75.767,133.609,0
"Oct 17, 12:00 am",0,84.4715,120.51,0
"Oct 17, 01:00 am",0,91.6431,107.224,0
"Oct 17, 02:00 am",0,98.3944,93.9812,0
"Oct 17, 03:00 am",0,105.486,80.8809,0.165431
"Oct 17, 04:00 am",0,113.68,68.4045,0.686878
"Oct 17, 05:00 am",0,123.988,56.7612,0.701453
"Oct 17, 06:00 am",236.828,137.861,46.6929,0.691957
"Oct 17, 07:00 am",269.4,156.874,39.4753,0.683724
"Oct 17, 08:00 am",268.258,180.559,36.85,0.680303
"Oct 17, 09:00 am",312.422,204.089,39.7449,0.683933
"Oct 17, 10:00 am",302.539,222.817,47.1481,0.692312
"Oct 17, 11:00 am",267.472,236.462,57.3225,0.701743
"Oct 17, 12:00 pm",170.775,246.62,69.0252,0.666731
"Oct 17, 01:00 pm",40.4783,254.719,81.5325,0.14128
"Oct 17, 02:00 pm",30.2111,261.75,94.6608,0
"Oct 17, 03:00 pm",17.7237,268.464,107.92,0
"Oct 17, 04:00 pm",0,275.623,121.218,0
"Oct 17, 05:00 pm",0,284.358,134.327,0
"Oct 17, 06:00 pm",0,297.038,146.799,0
"Oct 17, 07:00 pm",0,319.661,157.356,0
"Oct 17, 08:00 pm",0,1.16656,162.059,0
"Oct 17, 09:00 pm",0,41.8777,156.956,0
"Oct 17, 10:00 pm",0,63.8248,146.257,0
"Oct 17, 11:00 pm",0,76.2402,133.744,0
"Oct 18, 12:00 am",0,84.876,120.628,0
"Oct 18, 01:00 am",0,92.0087,107.34,0
"Oct 18, 02:00 am",0,98.7417,94.1046,0
"Oct 18, 03:00 am",0,105.83,81.0198,0.160722
"Oct 18, 04:00 am",0,114.031,68.5715,0.682882
"Oct 18, 05:00 am",0,124.35,56.9683,0.700868
"Oct 18, 06:00 am",243.502,138.214,46.9546,0.691073
"Oct 18, 07:00 am",291.353,157.145,39.799,0.682739
"Oct 18, 08:00 am",297.209,180.633,37.2141,0.679266
"Oct 18, 09:00 am",299.478,203.951,40.1008,0.683
"Oct 18, 10:00 am",296.116,222.567,47.4652,0.69158
"Oct 18, 11:00 am",267.201,236.176,57.599,0.701228
"Oct 18, 12:00 pm",168.916,246.328,69.2692,0.660162
"Oct 18, 01:00 pm",40.5219,254.424,81.7518,0.133908
"Oct 18, 02:00 pm",30.0899,261.447,94.8685,0
"Oct 18, 03:00 pm",17.5305,268.143,108.121,0
"Oct 18, 04:00 pm",0,275.267,121.422,0
"Oct 18, 05:00 pm",0,283.947,134.545,0
"Oct 18, 06:00 pm",0,296.555,147.053,0
"Oct 18, 07:00 pm",0,319.205,157.678,0
"Oct 18, 08:00 pm",0,1.34333,162.421,0
"Oct 18, 09:00 pm",0,42.5364,157.216,0
"Oct 18, 10:00 pm",0,64.4038,146.432,0
"Oct 18, 11:00 pm",0,76.7109,133.879,0
"Oct 19, 12:00 am",0,85.2778,120.747,0
"Oct 19, 01:00 am",0,92.3714,107.457,0
"Oct 19, 02:00 am",0,99.0858,94.2291,0
"Oct 19, 03:00 am",0,106.17,81.1599,0.156001
"Oct 19, 04:00 am",0,114.379,68.74,0.67883
"Oct 19, 05:00 am",0,124.706,57.1767,0.700277
"Oct 19, 06:00 am",259.182,138.56,47.217,0.690359
"Oct 19, 07:00 am",290.361,157.408,40.122,0.681743
"Oct 19, 08:00 am",294.969,180.701,37.576,0.678218
"Oct 19, 09:00 am",329.995,203.813,40.4538,0.682055
"Oct 19, 10:00 am",330.287,222.318,47.7795,0.690838
"Oct 19, 11:00 am",307.716,235.893,57.8726,0.700705
"Oct 19, 12:00 pm",213.804,246.037,69.5105,0.653686
"Oct 19, 01:00 pm",40.653,254.131,81.9682,0.12677
"Oct 19, 02:00 pm",30.6843,261.145,95.0727,0
"Oct 19, 03:00 pm",18.3558,267.821,108.318,0
"Oct 19, 04:00 pm",0,274.91,121.621,0
"Oct 19, 05:00 pm",0,283.534,134.759,0
"Oct 19, 06:00 pm",0,296.066,147.301,0
"Oct 19, 07:00 pm",0,318.735,157.995,0
"Oct 19, 08:00 pm",0,1.51803,162.78,0
"Oct 19, 09:00 pm",0,43.2001,157.474,0
"Oct 19, 10:00 pm",0,64.9818,146.605,0
"Oct 19, 11:00 pm",0,77.1791,134.013,0
"Oct 20, 12:00 am",0,85.6767,120.866,0
"Oct 20, 01:00 am",0,92.731,107.574,0
"Oct 20, 02:00 am",0,99.4267,94.3548,0
"Oct 20, 03:00 am",0,106.507,81.3012,0.151272
"Oct 20, 04:00 am",0,114.721,68.9099,0.674723
"Oct 20, 05:00 am",0,125.057,57.3866,0.699676
"Oct 20, 06:00 am",317.719,138.897,47.4802,0.689578
"Oct 20, 07:00 am",336,157.661,40.4443,0.680736
"Oct 20, 08:00 am",335.105,180.765,37.9354,0.677158
"Oct 20, 09:00 am",334.329,203.674,40.8037,0.6811
"Oct 20, 10:00 am",329.893,222.071,48.0907,0.690087
"Oct 20, 11:00 am",300.465,235.611,58.1432,0.700175
"Oct 20, 12:00 pm",195.589,245.748,69.7485,0.647305
"Oct 20, 01:00 pm",40.5082,253.838,82.1811,0.119863
"Oct 20, 02:00 pm",30.2823,260.843,95.2732,0
"Oct 20, 03:00 pm",17.9067,267.5,108.512,0
"Oct 20, 04:00 pm",0,274.553,121.816,0
"Oct 20, 05:00 pm",0,283.118,134.967,0
"Oct 20, 06:00 pm",0,295.571,147.544,0
"Oct 20, 07:00 pm",0,318.249,158.307,0
"Oct 20, 08:00 pm",0,1.69031,163.137,0
"Oct 20, 09:00 pm",0,43.8685,157.729,0
"Oct 20, 10:00 pm",0,65.5585,146.776,0
"Oct 20, 11:00 pm",0,77.6444,134.146,0
"Oct 21, 12:00 am",0,86.0724,120.985,0
"Oct 21, 01:00 am",0,93.0875,107.692,0
"Oct 21, 02:00 am",0,99.7641,94.4816,0
"Oct 21, 03:00 am",0,106.84,81.4436,0.146535
"Oct 21, 04:00 am",0,115.059,69.0811,0.670562
"Oct 21, 05:00 am",0,125.401,57.5975,0.699073
"Oct 21, 06:00 am",255.499,139.227,47.7438,0.688679
"Oct 21, 07:00 am",290.052,157.906,40.7657,0.679719
"Oct 21, 08:00 am",291.644,180.822,38.2923,0.676087
"Oct 21, 09:00 am",293.728,203.534,41.1503,0.680134
"Oct 21, 10:00 am",288.471,221.826,48.3987,0.689327
"Oct 21, 11:00 am",259.402,235.331,58.4107,0.699638
"Oct 21, 12:00 pm",141.947,245.46,69.9834,0.641025
"Oct 21, 01:00 pm",40.1934,253.547,82.3906,0.113184
"Oct 21, 02:00 pm",29.5216,260.543,95.47,0
"Oct 21, 03:00 pm",16.9214,267.179,108.701,0
"Oct 21, 04:00 pm",0,274.196,122.006,0
"Oct 21, 05:00 pm",0,282.702,135.17,0
"Oct 21, 06:00 pm",0,295.071,147.781,0
"Oct 21, 07:00 pm",0,317.749,158.613,0
"Oct 21, 08:00 pm",0,1.85979,163.491,0
"Oct 21, 09:00 pm",0,44.5413,157.98,0
"Oct 21, 10:00 pm",0,66.1336,146.946,0
"Oct 21, 11:00 pm",0,78.1068,134.279,0
"Oct 22, 12:00 am",0,86.465,121.104,0
"Oct 22, 01:00 am",0,93.4407,107.811,0
"Oct 22, 02:00 am",0,100.098,94.6095,0
