"Time stamp","Estimate rec. thermal power TO HTF | (MWt)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Field optical efficiency before defocus"
"Mar 6, 02:00 pm",40.1623,262.344,86.8837,0
"Mar 6, 03:00 pm",29.1679,269.25,100.369,0
"Mar 6, 04:00 pm",16.3767,276.424,113.646,0
"Mar 6, 05:00 pm",0,284.83,126.713,0
"Mar 6, 06:00 pm",0,296.159,139.179,0
"Mar 6, 07:00 pm",0,313.973,150.118,0
"Mar 6, 08:00 pm",0,344.208,157.102,0
"Mar 6, 09:00 pm",0,22.5024,156.273,0
"Mar 6, 10:00 pm",0,50.0309,148.24,0
"Mar 6, 11:00 pm",0,66.1954,136.885,0
"Mar 7, 12:00 am",0,76.7673,124.253,0
"Mar 7, 01:00 am",0,84.8285,111.114,0
"Mar 7, 02:00 am",0,91.8691,97.8113,0
"Mar 7, 03:00 am",0,98.7853,84.4118,0
"Mar 7, 04:00 am",0,106.342,71.5187,0.571419
"Mar 7, 05:00 am",0,115.471,59.0968,0.710443
"Mar 7, 06:00 am",448.275,127.596,47.7337,0.702943
"Mar 7, 07:00 am",450.707,144.856,38.4656,0.696035
"Mar 7, 08:00 am",442.243,168.889,33.1497,0.691647
"Mar 7, 09:00 am",437.968,196.157,33.7304,0.692318
"Mar 7, 10:00 am",442.182,218.977,39.9492,0.697524
"Mar 7, 11:00 am",433.571,235.11,49.717,0.704536
"Mar 7, 12:00 pm",390.154,246.551,61.3312,0.711977
"Mar 7, 01:00 pm",172.629,255.317,73.8751,0.490712
"Mar 7, 02:00 pm",40.1922,262.715,86.7612,0
"Mar 7, 03:00 pm",29.311,269.63,100.245,0
"Mar 7, 04:00 pm",16.6349,276.83,113.517,0
"Mar 7, 05:00 pm",0,285.285,126.566,0
"Mar 7, 06:00 pm",0,296.688,138.992,0
"Mar 7, 07:00 pm",0,314.561,149.857,0
"Mar 7, 08:00 pm",0,344.594,156.739,0
"Mar 7, 09:00 pm",0,22.3157,155.887,0
"Mar 7, 10:00 pm",0,49.6132,147.914,0
"Mar 7, 11:00 pm",0,65.7841,136.61,0
"Mar 8, 12:00 am",0,76.3962,124.006,0
"Mar 8, 01:00 am",0,84.4884,110.88,0
"Mar 8, 02:00 am",0,91.547,97.5801,0
"Mar 8, 03:00 am",0,98.4695,84.1794,0
"Mar 8, 04:00 am",0,106.023,71.2658,0.578534
"Mar 8, 05:00 am",0,115.147,58.8172,0.710852
"Mar 8, 06:00 am",0,127.281,47.4155,0.703435
"Mar 8, 07:00 am",246.707,144.617,38.1003,0.69651
"Mar 8, 08:00 am",43.5441,168.876,32.7555,0.692486
"Mar 8, 09:00 am",260.143,196.44,33.3683,0.692765
"Mar 8, 10:00 am",254.857,219.398,39.6613,0.698257
"Mar 8, 11:00 am",236.346,235.54,49.4963,0.705085
"Mar 8, 12:00 pm",188.168,246.954,61.1572,0.712414
"Mar 8, 01:00 pm",46.7345,255.699,73.7306,0.497623
"Mar 8, 02:00 pm",39.3945,263.089,86.6382,0
"Mar 8, 03:00 pm",28.6948,270.011,100.122,0
"Mar 8, 04:00 pm",16.9346,277.237,113.389,0
"Mar 8, 05:00 pm",0,285.74,126.418,0
"Mar 8, 06:00 pm",0,297.216,138.803,0
"Mar 8, 07:00 pm",0,315.144,149.593,0
"Mar 8, 08:00 pm",0,344.974,156.374,0
"Mar 8, 09:00 pm",0,22.1375,155.498,0
"Mar 8, 10:00 pm",0,49.204,147.584,0
"Mar 8, 11:00 pm",0,65.3773,136.331,0
"Mar 9, 12:00 am",0,76.0271,123.756,0
"Mar 9, 01:00 am",0,84.1493,110.644,0
"Mar 9, 02:00 am",0,91.2251,97.3466,0
"Mar 9, 03:00 am",0,98.1534,83.9441,0
"Mar 9, 04:00 am",0,105.704,71.0114,0.585696
"Mar 9, 05:00 am",0,114.822,58.5364,0.711269
"Mar 9, 06:00 am",388.424,126.964,47.0962,0.703997
"Mar 9, 07:00 am",415.197,144.375,37.7337,0.69745
"Mar 9, 08:00 am",424.498,168.866,32.3599,0.69331
"Mar 9, 09:00 am",460.417,196.731,33.0063,0.694
"Mar 9, 10:00 am",466.582,219.827,39.3751,0.698976
"Mar 9, 11:00 am",460.141,235.974,49.2777,0.705623
"Mar 9, 12:00 pm",418.247,247.362,60.985,0.71284
"Mar 9, 01:00 pm",194.532,256.083,73.5877,0.504429
"Mar 9, 02:00 pm",39.9705,263.465,86.5153,0
"Mar 9, 03:00 pm",29.0391,270.394,99.9995,0
"Mar 9, 04:00 pm",16.3279,277.645,113.26,0
"Mar 9, 05:00 pm",0,286.196,126.269,0
"Mar 9, 06:00 pm",0,297.743,138.612,0
"Mar 9, 07:00 pm",0,315.722,149.327,0
"Mar 9, 08:00 pm",0,345.347,156.007,0
"Mar 9, 09:00 pm",0,21.9675,155.108,0
"Mar 9, 10:00 pm",0,48.8032,147.252,0
"Mar 9, 11:00 pm",0,64.9749,136.049,0
"Mar 10, 12:00 am",0,75.6602,123.504,0
"Mar 10, 01:00 am",0,83.8112,110.405,0
"Mar 10, 02:00 am",0,90.9034,97.1111,0
"Mar 10, 03:00 am",0,97.8368,83.7068,0
"Mar 10, 04:00 am",0,105.384,70.7556,0.5929
"Mar 10, 05:00 am",0,114.494,58.2546,0.711669
"Mar 10, 06:00 am",503.134,126.643,46.776,0.704508
"Mar 10, 07:00 am",507.752,144.131,37.366,0.698138
"Mar 10, 08:00 am",500.682,168.858,31.9632,0.694119
"Mar 10, 09:00 am",498.318,197.032,32.6446,0.694818
"Mar 10, 10:00 am",481.637,220.265,39.0906,0.699679
"Mar 10, 11:00 am",436.272,236.414,49.0613,0.70616
"Mar 10, 12:00 pm",42.081,247.772,60.815,0.713257
"Mar 10, 01:00 pm",34.0091,256.47,73.4466,0.5112
"Mar 10, 02:00 pm",22.5791,263.842,86.3955,0
"Mar 10, 03:00 pm",11.2161,270.778,99.8775,0
"Mar 10, 04:00 pm",0,278.054,113.131,0
"Mar 10, 05:00 pm",0,286.652,126.12,0
"Mar 10, 06:00 pm",0,298.268,138.42,0
"Mar 10, 07:00 pm",0,316.294,149.058,0
"Mar 10, 08:00 pm",0,345.714,155.639,0
"Mar 10, 09:00 pm",0,21.805,154.717,0
"Mar 10, 10:00 pm",0,48.4107,146.916,0
"Mar 10, 11:00 pm",0,64.5769,135.764,0
"Mar 11, 12:00 am",0,75.2954,123.248,0
"Mar 11, 01:00 am",0,83.474,110.164,0
"Mar 11, 02:00 am",0,90.582,96.8737,0
"Mar 11, 03:00 am",0,97.52,83.4689,0
"Mar 11, 04:00 am",0,105.062,70.4989,0
"Mar 11, 05:00 am",0,114.165,57.972,0
"Mar 11, 06:00 am",0,126.32,46.4551,0.705008
"Mar 11, 07:00 am",0,143.883,36.9974,0.698814
"Mar 11, 08:00 am",0,168.852,31.5655,0.694913
"Mar 11, 09:00 am",0,197.342,32.2832,0.69562
"Mar 11, 10:00 am",0,220.71,38.8081,0.700368
"Mar 11, 11:00 am",0,236.858,48.8473,0.706757
"Mar 11, 12:00 pm",0,248.185,60.647,0.713663
"Mar 11, 01:00 pm",0,256.859,73.3071,0
"Mar 11, 02:00 pm",0,264.221,86.2756,0
"Mar 11, 03:00 pm",0,271.162,99.756,0
"Mar 11, 04:00 pm",0,278.464,113.003,0
"Mar 11, 05:00 pm",0,287.108,125.969,0
"Mar 11, 06:00 pm",0,298.791,138.227,0
"Mar 11, 07:00 pm",0,316.861,148.788,0
"Mar 11, 08:00 pm",0,346.074,155.27,0
"Mar 11, 09:00 pm",0,21.6497,154.324,0
"Mar 11, 10:00 pm",0,48.0261,146.578,0
"Mar 11, 11:00 pm",0,64.1833,135.476,0
"Mar 12, 12:00 am",0,74.933,122.99,0
"Mar 12, 01:00 am",0,83.138,109.921,0
"Mar 12, 02:00 am",0,90.261,96.6345,0
"Mar 12, 03:00 am",0,97.2029,83.2287,0
"Mar 12, 04:00 am",0,104.74,70.2411,0.607421
"Mar 12, 05:00 am",0,113.834,57.6889,0.71244
"Mar 12, 06:00 am",0,125.994,46.1338,0.705499
"Mar 12, 07:00 am",0,143.634,36.6281,0.699198
"Mar 12, 08:00 am",259.738,168.849,31.167,0.695691
"Mar 12, 09:00 am",310.792,197.66,31.9224,0.696405
"Mar 12, 10:00 am",302.197,221.163,38.5276,0.701042
"Mar 12, 11:00 am",271.066,237.308,48.6356,0.707342
"Mar 12, 12:00 pm",197.739,248.602,60.4811,0.71406
"Mar 12, 01:00 pm",44.1244,257.25,73.1691,0.521638
"Mar 12, 02:00 pm",38.5606,264.6,86.1557,0
"Mar 12, 03:00 pm",27.6983,271.548,99.6349,0
"Mar 12, 04:00 pm",15.9803,278.874,112.874,0
"Mar 12, 05:00 pm",0,287.564,125.818,0
"Mar 12, 06:00 pm",0,299.313,138.031,0
"Mar 12, 07:00 pm",0,317.421,148.515,0
"Mar 12, 08:00 pm",0,346.428,154.899,0
"Mar 12, 09:00 pm",0,21.501,153.93,0
"Mar 12, 10:00 pm",0,47.6495,146.238,0
"Mar 12, 11:00 pm",0,63.7941,135.185,0
"Mar 13, 12:00 am",0,74.5728,122.729,0
"Mar 13, 01:00 am",0,82.803,109.676,0
"Mar 13, 02:00 am",0,89.9402,96.3936,0
"Mar 13, 03:00 am",0,96.8856,82.9884,0
"Mar 13, 04:00 am",0,104.417,69.9829,0
"Mar 13, 05:00 am",0,113.501,57.4053,0.712816
"Mar 13, 06:00 am",0,125.665,45.8121,0.705978
"Mar 13, 07:00 am",0,143.38,36.2581,0.700124
"Mar 13, 08:00 am",0,168.847,30.7675,0.696454
"Mar 13, 09:00 am",0,197.988,31.5621,0.697174
"Mar 13, 10:00 am",0,221.625,38.249,0.701701
"Mar 13, 11:00 am",0,237.762,48.4261,0
"Mar 13, 12:00 pm",0,249.021,60.3172,0
"Mar 13, 01:00 pm",0,257.642,73.0328,0
"Mar 13, 02:00 pm",0,264.982,86.0384,0
"Mar 13, 03:00 pm",0,271.935,99.5142,0
"Mar 13, 04:00 pm",0,279.284,112.744,0
"Mar 13, 05:00 pm",0,288.02,125.666,0
"Mar 13, 06:00 pm",0,299.832,137.834,0
"Mar 13, 07:00 pm",0,317.975,148.24,0
"Mar 13, 08:00 pm",0,346.775,154.528,0
"Mar 13, 09:00 pm",0,21.3587,153.535,0
"Mar 13, 10:00 pm",0,47.2804,145.895,0
"Mar 13, 11:00 pm",0,63.4093,134.891,0
"Mar 14, 12:00 am",0,74.2149,122.466,0
"Mar 14, 01:00 am",0,82.4691,109.428,0
"Mar 14, 02:00 am",0,89.6199,96.1513,0
"Mar 14, 03:00 am",0,96.568,82.7436,0.0921606
"Mar 14, 04:00 am",0,104.093,69.7228,0.621846
"Mar 14, 05:00 am",0,113.166,57.1208,0.713183
"Mar 14, 06:00 am",0,125.334,45.4897,0.706507
"Mar 14, 07:00 am",200.665,143.124,35.8874,0.700517
"Mar 14, 08:00 am",303.26,168.848,30.3672,0.697201
"Mar 14, 09:00 am",275.135,198.325,31.2022,0.697926
"Mar 14, 10:00 am",271.953,222.093,37.9721,0.702345
"Mar 14, 11:00 am",257.859,238.22,48.2183,0.708474
"Mar 14, 12:00 pm",210.213,249.442,60.1543,0.714822
"Mar 14, 01:00 pm",63.7141,258.036,72.8963,0.528984
"Mar 14, 02:00 pm",40.0811,265.364,85.9158,0
"Mar 14, 03:00 pm",28.6092,272.322,99.3939,0
"Mar 14, 04:00 pm",15.8774,279.695,112.615,0
"Mar 14, 05:00 pm",0,288.475,125.512,0
"Mar 14, 06:00 pm",0,300.349,137.634,0
"Mar 14, 07:00 pm",0,318.522,147.963,0
"Mar 14, 08:00 pm",0,347.115,154.155,0
"Mar 14, 09:00 pm",0,21.2222,153.139,0
"Mar 14, 10:00 pm",0,46.9188,145.55,0
"Mar 14, 11:00 pm",0,63.0289,134.595,0
"Mar 15, 12:00 am",0,73.8593,122.201,0
"Mar 15, 01:00 am",0,82.1365,109.179,0
"Mar 15, 02:00 am",0,89.3,95.9076,0
"Mar 15, 03:00 am",0,96.2502,82.4997,0.0998892
"Mar 15, 04:00 am",0,103.768,69.463,0.62909
"Mar 15, 05:00 am",0,112.83,56.8365,0.713542
"Mar 15, 06:00 am",0,124.999,45.1676,0.707042
"Mar 15, 07:00 am",0,142.864,35.5165,0.701382
"Mar 15, 08:00 am",0,168.851,29.9665,0
"Mar 15, 09:00 am",0,198.671,30.8434,0.698663
"Mar 15, 10:00 am",0,222.57,37.6978,0.702808
"Mar 15, 11:00 am",34.4941,238.683,48.0135,0.70902
"Mar 15, 12:00 pm",32.7337,249.866,59.9942,0.715195
"Mar 15, 01:00 pm",32.9756,258.431,72.7626,0.5326
"Mar 15, 02:00 pm",25.3209,265.747,85.7989,0
"Mar 15, 03:00 pm",14.456,272.71,99.2739,0
"Mar 15, 04:00 pm",0,280.106,112.485,0
"Mar 15, 05:00 pm",0,288.929,125.358,0
"Mar 15, 06:00 pm",0,300.863,137.434,0
"Mar 15, 07:00 pm",0,319.063,147.684,0
"Mar 15, 08:00 pm",0,347.448,153.782,0
"Mar 15, 09:00 pm",0,21.0911,152.743,0
"Mar 15, 10:00 pm",0,46.5644,145.203,0
"Mar 15, 11:00 pm",0,62.6528,134.297,0
"Mar 16, 12:00 am",0,73.506,121.934,0
"Mar 16, 01:00 am",0,81.805,108.929,0
"Mar 16, 02:00 am",0,88.9805,95.6628,0
"Mar 16, 03:00 am",0,95.9322,82.255,0
"Mar 16, 04:00 am",0,103.443,69.2028,0
"Mar 16, 05:00 am",0,112.492,56.5521,0
"Mar 16, 06:00 am",0,124.661,44.8456,0.707565
"Mar 16, 07:00 am",0,142.601,35.1455,0.701991
"Mar 16, 08:00 am",0,168.855,29.5654,0.698648
"Mar 16, 09:00 am",0,199.027,30.4857,0.699382
"Mar 16, 10:00 am",0,223.053,37.4259,0
"Mar 16, 11:00 am",0,239.15,47.8113,0
"Mar 16, 12:00 pm",0,250.292,59.8366,0
"Mar 16, 01:00 pm",0,258.828,72.6311,0
"Mar 16, 02:00 pm",0,266.131,85.6844,0
"Mar 16, 03:00 pm",0,273.098,99.1541,0
"Mar 16, 04:00 pm",0,280.516,112.354,0
"Mar 16, 05:00 pm",0,289.382,125.202,0
"Mar 16, 06:00 pm",0,301.374,137.231,0
"Mar 16, 07:00 pm",0,319.598,147.403,0
"Mar 16, 08:00 pm",0,347.775,153.408,0
"Mar 16, 09:00 pm",0,20.9652,152.345,0
"Mar 16, 10:00 pm",0,46.217,144.854,0
"Mar 16, 11:00 pm",0,62.2809,133.997,0
"Mar 17, 12:00 am",0,73.1551,121.665,0
"Mar 17, 01:00 am",0,81.4747,108.677,0
"Mar 17, 02:00 am",0,88.6614,95.4169,0
"Mar 17, 03:00 am",0,95.6141,82.0088,0
"Mar 17, 04:00 am",0,103.116,68.9419,0.643633
"Mar 17, 05:00 am",0,112.151,56.2676,0.714236
"Mar 17, 06:00 am",0,124.319,44.5236,0.708079
"Mar 17, 07:00 am",0,142.333,34.7742,0.702587
"Mar 17, 08:00 am",0,168.861,29.1637,0
"Mar 17, 09:00 am",0,199.392,30.1285,0
"Mar 17, 10:00 am",0,223.544,37.1559,0.704184
"Mar 17, 11:00 am",0,239.62,47.6108,0.710074
"Mar 17, 12:00 pm",0,250.721,59.6797,0.715886
"Mar 17, 01:00 pm",0,259.226,72.499,0.539724
"Mar 17, 02:00 pm",0,266.515,85.5646,0
"Mar 17, 03:00 pm",0,273.486,99.0346,0
"Mar 17, 04:00 pm",0,280.927,112.224,0
"Mar 17, 05:00 pm",0,289.835,125.045,0
"Mar 17, 06:00 pm",0,301.882,137.026,0
"Mar 17, 07:00 pm",0,320.125,147.12,0
"Mar 17, 08:00 pm",0,348.096,153.033,0
"Mar 17, 09:00 pm",0,20.844,151.947,0
"Mar 17, 10:00 pm",0,45.8765,144.504,0
"Mar 17, 11:00 pm",0,61.9134,133.695,0
"Mar 18, 12:00 am",0,72.8066,121.394,0
"Mar 18, 01:00 am",0,81.1456,108.423,0
"Mar 18, 02:00 am",0,88.3429,95.1701,0
"Mar 18, 03:00 am",0,95.2958,81.7619,0
"Mar 18, 04:00 am",0,102.788,68.6813,0.650924
"Mar 18, 05:00 am",0,111.809,55.9836,0.71457
"Mar 18, 06:00 am",0,123.975,44.2022,0.708519
"Mar 18, 07:00 am",291.527,142.062,34.4032,0.703169
"Mar 18, 08:00 am",272.137,168.869,28.762,0.700034
"Mar 18, 09:00 am",268.03,199.766,29.7729,0.700772
"Mar 18, 10:00 am",281.656,224.043,36.8887,0.704767
"Mar 18, 11:00 am",273.183,240.095,47.4132,0.710582
"Mar 18, 12:00 pm",173.62,251.151,59.5257,0.716219
"Mar 18, 01:00 pm",44.1205,259.624,72.3698,0.543235
"Mar 18, 02:00 pm",38.4003,266.9,85.4504,0
"Mar 18, 03:00 pm",27.6109,273.875,98.9152,0
"Mar 18, 04:00 pm",16.0301,281.337,112.092,0
"Mar 18, 05:00 pm",0,290.286,124.888,0
"Mar 18, 06:00 pm",0,302.388,136.82,0
"Mar 18, 07:00 pm",0,320.646,146.835,0
"Mar 18, 08:00 pm",0,348.409,152.657,0
"Mar 18, 09:00 pm",0,20.7273,151.549,0
"Mar 18, 10:00 pm",0,45.5426,144.152,0
"Mar 18, 11:00 pm",0,61.55,133.392,0
"Mar 19, 12:00 am",0,72.4604,121.122,0
"Mar 19, 01:00 am",0,80.8179,108.169,0
"Mar 19, 02:00 am",0,88.0249,94.9226,0
"Mar 19, 03:00 am",0,94.9774,81.5164,0
"Mar 19, 04:00 am",0,102.46,68.421,0
"Mar 19, 05:00 am",0,111.465,55.7,0
"Mar 19, 06:00 am",0,123.627,43.8814,0.709072
"Mar 19, 07:00 am",0,141.786,34.0324,0
"Mar 19, 08:00 am",0,168.878,28.3601,0
"Mar 19, 09:00 am",0,200.149,29.4184,0.701442
"Mar 19, 10:00 am",0,224.548,36.6239,0.705334
"Mar 19, 11:00 am",0,240.573,47.218,0.711076
"Mar 19, 12:00 pm",0,251.582,59.3734,0.716542
"Mar 19, 01:00 pm",0,260.024,72.2418,0
"Mar 19, 02:00 pm",0,267.285,85.3368,0
"Mar 19, 03:00 pm",0,274.264,98.796,0
"Mar 19, 04:00 pm",0,281.747,111.961,0
"Mar 19, 05:00 pm",0,290.736,124.729,0
"Mar 19, 06:00 pm",0,302.89,136.612,0
"Mar 19, 07:00 pm",0,321.159,146.549,0
"Mar 19, 08:00 pm",0,348.716,152.281,0
"Mar 19, 09:00 pm",0,20.6147,151.151,0
"Mar 19, 10:00 pm",0,45.2152,143.799,0
"Mar 19, 11:00 pm",0,61.1909,133.086,0
"Mar 20, 12:00 am",0,72.1166,120.849,0
"Mar 20, 01:00 am",0,80.4914,107.913,0
"Mar 20, 02:00 am",0,87.7074,94.6745,0
"Mar 20, 03:00 am",0,94.6589,81.269,0
"Mar 20, 04:00 am",0,102.131,68.1605,0
"Mar 20, 05:00 am",0,111.12,55.4169,0
"Mar 20, 06:00 am",0,123.275,43.5612,0.709553
"Mar 20, 07:00 am",0,141.506,33.662,0.704295
"Mar 20, 08:00 am",0,168.889,27.9582,0.701357
"Mar 20, 09:00 am",0,200.542,29.0653,0.702096
"Mar 20, 10:00 am",0,225.06,36.3616,0.705887
"Mar 20, 11:00 am",0,241.054,47.0252,0.711558
"Mar 20, 12:00 pm",0,252.016,59.2229,0
"Mar 20, 01:00 pm",0,260.425,72.1145,0
"Mar 20, 02:00 pm",0,267.671,85.2204,0
"Mar 20, 03:00 pm",0,274.652,98.6769,0
"Mar 20, 04:00 pm",0,282.156,111.828,0
"Mar 20, 05:00 pm",0,291.184,124.568,0
"Mar 20, 06:00 pm",0,303.388,136.403,0
"Mar 20, 07:00 pm",0,321.666,146.26,0
"Mar 20, 08:00 pm",0,349.016,151.904,0
"Mar 20, 09:00 pm",0,20.5059,150.752,0
"Mar 20, 10:00 pm",0,44.894,143.445,0
"Mar 20, 11:00 pm",0,60.8359,132.78,0
"Mar 21, 12:00 am",0,71.7753,120.574,0
"Mar 21, 01:00 am",0,80.1663,107.657,0
"Mar 21, 02:00 am",0,87.3906,94.4258,0
"Mar 21, 03:00 am",0,94.3403,81.0209,0.15016
"Mar 21, 04:00 am",0,101.801,67.9002,0.672821
"Mar 21, 05:00 am",0,110.772,55.1345,0.715522
"Mar 21, 06:00 am",311.478,122.92,43.242,0.709987
"Mar 21, 07:00 am",370.315,141.222,33.2922,0.704837
"Mar 21, 08:00 am",376.18,168.901,27.5565,0.701996
"Mar 21, 09:00 am",460.424,200.945,28.7137,0.702734
"Mar 21, 10:00 am",463.557,225.579,36.102,0.706479
"Mar 21, 11:00 am",453.799,241.538,46.8349,0.712026
"Mar 21, 12:00 pm",411.278,252.451,59.0744,0.717156
"Mar 21, 01:00 pm",218.962,260.826,71.9887,0.553582
"Mar 21, 02:00 pm",40.0634,268.057,85.1061,0
"Mar 21, 03:00 pm",29.0779,275.04,98.5578,0
"Mar 21, 04:00 pm",16.3036,282.565,111.696,0
"Mar 21, 05:00 pm",0,291.63,124.407,0
"Mar 21, 06:00 pm",0,303.883,136.191,0
"Mar 21, 07:00 pm",0,322.165,145.971,0
"Mar 21, 08:00 pm",0,349.31,151.527,0
"Mar 21, 09:00 pm",0,20.4007,150.354,0
"Mar 21, 10:00 pm",0,44.5788,143.09,0
"Mar 21, 11:00 pm",0,60.485,132.472,0
"Mar 22, 12:00 am",0,71.4363,120.298,0
"Mar 22, 01:00 am",0,79.8425,107.4,0
"Mar 22, 02:00 am",0,87.0743,94.1768,0
"Mar 22, 03:00 am",0,94.0218,80.7731,0.159162
"Mar 22, 04:00 am",0,101.47,67.6405,0.680115
"Mar 22, 05:00 am",0,110.423,54.8529,0.715821
"Mar 22, 06:00 am",20.4213,122.561,42.9238,0.710482
"Mar 22, 07:00 am",151.273,140.932,32.9231,0.705234
"Mar 22, 08:00 am",174.695,168.914,27.155,0.702619
"Mar 22, 09:00 am",43.3123,201.357,28.3638,0.703355
"Mar 22, 10:00 am",38.8344,226.104,35.8451,0.707088
"Mar 22, 11:00 am",33.2924,242.026,46.6473,0.712459
"Mar 22, 12:00 pm",26.9115,252.887,58.928,0.717446
"Mar 22, 01:00 pm",17.3633,261.227,71.8646,0.556973
"Mar 22, 02:00 pm",0,268.443,84.9942,0
"Mar 22, 03:00 pm",0,275.428,98.4388,0
"Mar 22, 04:00 pm",0,282.972,111.562,0
"Mar 22, 05:00 pm",0,292.075,124.245,0
"Mar 22, 06:00 pm",0,304.374,135.978,0
"Mar 22, 07:00 pm",0,322.657,145.679,0
"Mar 22, 08:00 pm",0,349.597,151.15,0
"Mar 22, 09:00 pm",0,20.2989,149.955,0
"Mar 22, 10:00 pm",0,44.2696,142.734,0
"Mar 22, 11:00 pm",0,60.1381,132.163,0
"Mar 23, 12:00 am",0,71.0998,120.022,0
"Mar 23, 01:00 am",0,79.5201,107.142,0
"Mar 23, 02:00 am",0,86.7587,93.9277,0
"Mar 23, 03:00 am",0,93.7032,80.5264,0
"Mar 23, 04:00 am",0,101.139,67.3816,0
"Mar 23, 05:00 am",0,110.071,54.5723,0
"Mar 23, 06:00 am",0,122.199,42.6067,0
"Mar 23, 07:00 am",0,140.638,32.5547,0
"Mar 23, 08:00 am",0,168.928,26.7537,0
"Mar 23, 09:00 am",0,201.779,28.0154,0
"Mar 23, 10:00 am",0,226.636,35.5908,0
"Mar 23, 11:00 am",0,242.516,46.4617,0
"Mar 23, 12:00 pm",0,253.324,58.7829,0
"Mar 23, 01:00 pm",0,261.629,71.7408,0
"Mar 23, 02:00 pm",0,268.828,84.8799,0
"Mar 23, 03:00 pm",0,275.816,98.3199,0
"Mar 23, 04:00 pm",0,283.379,111.429,0
"Mar 23, 05:00 pm",0,292.518,124.081,0
"Mar 23, 06:00 pm",0,304.86,135.764,0
"Mar 23, 07:00 pm",0,323.141,145.386,0
"Mar 23, 08:00 pm",0,349.878,150.773,0
"Mar 23, 09:00 pm",0,20.2001,149.557,0
"Mar 23, 10:00 pm",0,43.9661,142.378,0
"Mar 23, 11:00 pm",0,59.7953,131.853,0
"Mar 24, 12:00 am",0,70.7658,119.744,0
"Mar 24, 01:00 am",0,79.1991,106.884,0
"Mar 24, 02:00 am",0,86.4438,93.6784,0
"Mar 24, 03:00 am",0,93.3848,80.2794,0.177669
"Mar 24, 04:00 am",0,100.807,67.1235,0.69467
"Mar 24, 05:00 am",0,109.718,54.293,0.716397
"Mar 24, 06:00 am",0,121.833,42.291,0.711369
"Mar 24, 07:00 am",0,140.338,32.1875,0.70635
"Mar 24, 08:00 am",185.091,168.944,26.3531,0.703522
"Mar 24, 09:00 am",271.809,202.211,27.6691,0.704548
"Mar 24, 10:00 am",267.651,227.174,35.3398,0.708258
"Mar 24, 11:00 am",224.104,243.009,46.2794,0.713353
"Mar 24, 12:00 pm",133.557,253.762,58.6406,0.717992
"Mar 24, 01:00 pm",42.095,262.031,71.6196,0.56368
"Mar 24, 02:00 pm",33.6894,269.214,84.7695,0
"Mar 24, 03:00 pm",21.7627,276.202,98.2009,0
"Mar 24, 04:00 pm",9.69728,283.784,111.294,0
"Mar 24, 05:00 pm",0,292.958,123.916,0
"Mar 24, 06:00 pm",0,305.343,135.547,0
"Mar 24, 07:00 pm",0,323.619,145.092,0
"Mar 24, 08:00 pm",0,350.152,150.395,0
"Mar 24, 09:00 pm",0,20.1042,149.16,0
"Mar 24, 10:00 pm",0,43.6683,142.022,0
"Mar 24, 11:00 pm",0,59.4564,131.542,0
"Mar 25, 12:00 am",0,70.4342,119.466,0
"Mar 25, 01:00 am",0,78.8796,106.625,0
"Mar 25, 02:00 am",0,86.1297,93.4292,0
"Mar 25, 03:00 am",0,93.0664,80.033,0
"Mar 25, 04:00 am",0,100.474,66.8662,0
"Mar 25, 05:00 am",0,109.363,54.0148,0.716672
"Mar 25, 06:00 am",0,121.464,41.9768,0.711796
"Mar 25, 07:00 am",0,140.033,31.8214,0.706945
"Mar 25, 08:00 am",184.144,168.96,25.9529,0.704395
"Mar 25, 09:00 am",39.5084,202.652,27.3247,0.705121
"Mar 25, 10:00 am",29.0073,227.718,35.0914,0.70882
"Mar 25, 11:00 am",17.1569,243.504,46.0992,0.71377
"Mar 25, 12:00 pm",0,254.201,58.4994,0
"Mar 25, 01:00 pm",0,262.433,71.4984,0.566998
"Mar 25, 02:00 pm",0,269.599,84.6565,0
"Mar 25, 03:00 pm",0,276.588,98.082,0
"Mar 25, 04:00 pm",0,284.188,111.159,0
"Mar 25, 05:00 pm",0,293.397,123.75,0
"Mar 25, 06:00 pm",0,305.822,135.33,0
"Mar 25, 07:00 pm",0,324.088,144.797,0
"Mar 25, 08:00 pm",0,350.42,150.018,0
"Mar 25, 09:00 pm",0,20.0111,148.763,0
"Mar 25, 10:00 pm",0,43.3758,141.665,0
"Mar 25, 11:00 pm",0,59.1216,131.231,0
"Mar 26, 12:00 am",0,70.1051,119.187,0
"Mar 26, 01:00 am",0,78.5615,106.367,0
"Mar 26, 02:00 am",0,85.8163,93.1801,0
"Mar 26, 03:00 am",0,92.7482,79.7858,0.196817
"Mar 26, 04:00 am",0,100.141,66.6095,0.709154
"Mar 26, 05:00 am",0,109.006,53.7379,0.71694
"Mar 26, 06:00 am",398.415,121.091,41.6641,0.712212
"Mar 26, 07:00 am",424.98,139.722,31.4564,0.707566
"Mar 26, 08:00 am",434.522,168.977,25.5533,0.704957
"Mar 26, 09:00 am",429.329,203.103,26.9822,0.705677
"Mar 26, 10:00 am",423.661,228.268,34.846,0.709367
"Mar 26, 11:00 am",401.802,244.001,45.9216,0.714173
"Mar 26, 12:00 pm",41.9026,254.641,58.3603,0.718188
"Mar 26, 01:00 pm",129.694,262.835,71.3787,0.570294
"Mar 26, 02:00 pm",38.5775,269.983,84.5445,0
