"Time stamp","System power generated | (kW)","Estimated receiver thermal power TO HTF | (MWt)","Resource beam normal irradiance | (W/m2)","Predicted clear-sky beam normal irradiance | (W/m2)"
"Jun 16, 11:00 pm",110358,0,0,0
"Jun 17, 12:00 am",110787,0,0,0
"Jun 17, 01:00 am",86277.3,0,0,0
"Jun 17, 02:00 am",-607.2,0,0,0
"Jun 17, 03:00 am",-607.2,0,0,0
"Jun 17, 04:00 am",-607.2,0,0,0
"Jun 17, 05:00 am",-607.2,0,0,0
"Jun 17, 06:00 am",-607.2,0,0,0
"Jun 17, 07:00 am",-607.2,0,68,0
"Jun 17, 08:00 am",885.725,0,633,0
"Jun 17, 09:00 am",100031,473.245,735,0
"Jun 17, 10:00 am",98155,537.017,796,0
"Jun 17, 11:00 am",97025.9,577.211,836,0
"Jun 17, 12:00 pm",96106.3,604.82,857,0
"Jun 17, 01:00 pm",95379.7,627.049,885,0
"Jun 17, 02:00 pm",95345.6,620.153,880,0
"Jun 17, 03:00 pm",95847.3,593.57,862,0
"Jun 17, 04:00 pm",96842.1,543.181,810,0
"Jun 17, 05:00 pm",98070.1,474.626,745,0
"Jun 17, 06:00 pm",99650.2,369.435,638,0
"Jun 17, 07:00 pm",101592,187.835,442,0
"Jun 17, 08:00 pm",107456,0,71,0
"Jun 17, 09:00 pm",109804,0,0,0
"Jun 17, 10:00 pm",111226,0,0,0
"Jun 17, 11:00 pm",112152,0,0,0
"Jun 18, 12:00 am",112429,0,0,0
"Jun 18, 01:00 am",112741,0,0,0
"Jun 18, 02:00 am",112845,0,0,0
"Jun 18, 03:00 am",113076,0,0,0
"Jun 18, 04:00 am",35832.1,0,0,0
"Jun 18, 05:00 am",-607.2,0,0,0
"Jun 18, 06:00 am",-607.2,0,135,0
"Jun 18, 07:00 am",-3746.17,0,502,0
"Jun 18, 08:00 am",76875.1,407.124,686,0
"Jun 18, 09:00 am",100645,506.696,785,0
"Jun 18, 10:00 am",97704.9,570.924,844,0
"Jun 18, 11:00 am",100231,278.364,423,0
"Jun 18, 12:00 pm",99647.8,302.279,447,0
"Jun 18, 01:00 pm",95604.5,609.083,860,0
"Jun 18, 02:00 pm",95730.2,596.465,848,0
"Jun 18, 03:00 pm",96325.6,565.313,824,0
"Jun 18, 04:00 pm",97245,522.607,783,0
"Jun 18, 05:00 pm",98542.7,452.042,714,0
"Jun 18, 06:00 pm",100130,344.647,601,0
"Jun 18, 07:00 pm",102022,166.439,400,0
"Jun 18, 08:00 pm",107670,0,49,0
"Jun 18, 09:00 pm",109979,0,0,0
"Jun 18, 10:00 pm",111218,0,0,0
"Jun 18, 11:00 pm",112246,0,0,0
"Jun 19, 12:00 am",112603,0,0,0
"Jun 19, 01:00 am",113282,0,0,0
"Jun 19, 02:00 am",18702.3,0,0,0
"Jun 19, 03:00 am",-607.2,0,0,0
"Jun 19, 04:00 am",-607.2,0,0,0
"Jun 19, 05:00 am",-607.2,0,0,0
"Jun 19, 06:00 am",-607.2,0,82,0
"Jun 19, 07:00 am",-3460.74,0,413,0
"Jun 19, 08:00 am",18775.5,189.548,346,0
"Jun 19, 09:00 am",91619.4,257.78,422,0
"Jun 19, 10:00 am",98230.2,558.193,828,0
"Jun 19, 11:00 am",97169.1,590.542,856,0
"Jun 19, 12:00 pm",96726,603.792,857,0
"Jun 19, 01:00 pm",96825.2,604.306,855,0
"Jun 19, 02:00 pm",102935,0,0,0
"Jun 19, 03:00 pm",103215,0,0,0
"Jun 19, 04:00 pm",101253,0,196,0
"Jun 19, 05:00 pm",100511,0,552,0
"Jun 19, 06:00 pm",101458,310.39,543,0
"Jun 19, 07:00 pm",106326,0,331,0
"Jun 19, 08:00 pm",5621.68,0,25,0
"Jun 19, 09:00 pm",-607.2,0,0,0
"Jun 19, 10:00 pm",-607.2,0,0,0
"Jun 19, 11:00 pm",-607.2,0,0,0
"Jun 20, 12:00 am",-607.2,0,0,0
"Jun 20, 01:00 am",-607.2,0,0,0
"Jun 20, 02:00 am",-607.2,0,0,0
"Jun 20, 03:00 am",-607.2,0,0,0
"Jun 20, 04:00 am",-607.2,0,0,0
"Jun 20, 05:00 am",-607.2,0,0,0
"Jun 20, 06:00 am",-607.2,0,76,0
"Jun 20, 07:00 am",-3433.76,0,406,0
"Jun 20, 08:00 am",58112.6,348.911,599,0
"Jun 20, 09:00 am",103011,452.625,710,0
"Jun 20, 10:00 am",99069.5,520.363,777,0
"Jun 20, 11:00 am",97830.4,560.315,816,0
"Jun 20, 12:00 pm",96930.3,588.396,837,0
"Jun 20, 01:00 pm",96587.9,593.231,841,0
"Jun 20, 02:00 pm",96707.8,582.222,830,0
"Jun 20, 03:00 pm",97256.6,552.065,806,0
"Jun 20, 04:00 pm",98083.9,508.496,763,0
"Jun 20, 05:00 pm",99219.4,441.504,698,0
"Jun 20, 06:00 pm",100661,336.977,588,0
"Jun 20, 07:00 pm",103660,162.387,391,0
"Jun 20, 08:00 pm",108735,0,49,0
"Jun 20, 09:00 pm",110888,0,0,0
"Jun 20, 10:00 pm",111959,0,0,0
"Jun 20, 11:00 pm",112721,0,0,0
"Jun 21, 12:00 am",113009,0,0,0
"Jun 21, 01:00 am",113525,0,0,0
"Jun 21, 02:00 am",113663,0,0,0
"Jun 21, 03:00 am",31888.3,0,0,0
"Jun 21, 04:00 am",-607.2,0,0,0
"Jun 21, 05:00 am",-607.2,0,0,0
"Jun 21, 06:00 am",-607.2,0,100,0
"Jun 21, 07:00 am",-3526.84,0,436,0
"Jun 21, 08:00 am",-818.16,0,0,0
"Jun 21, 09:00 am",10137.8,0,734,0
"Jun 21, 10:00 am",102811,537.481,800,0
"Jun 21, 11:00 am",100501,574.459,835,0
"Jun 21, 12:00 pm",98897.7,596.089,848,0
"Jun 21, 01:00 pm",97644.4,626.062,887,0
"Jun 21, 02:00 pm",98033,613.317,875,0
"Jun 21, 03:00 pm",99320.7,584.413,854,0
"Jun 21, 04:00 pm",100732,548.712,822,0
"Jun 21, 05:00 pm",102563,490.085,771,0
"Jun 21, 06:00 pm",104979,395.631,682,0
"Jun 21, 07:00 pm",107850,221.108,509,0
"Jun 21, 08:00 pm",111912,0,133,0
"Jun 21, 09:00 pm",113267,0,0,0
"Jun 21, 10:00 pm",113938,0,0,0
"Jun 21, 11:00 pm",114390,0,0,0
"Jun 22, 12:00 am",114569,0,0,0
"Jun 22, 01:00 am",114963,0,0,0
"Jun 22, 02:00 am",115072,0,0,0
"Jun 22, 03:00 am",115055,0,0,0
"Jun 22, 04:00 am",8851.43,0,0,0
"Jun 22, 05:00 am",-607.2,0,0,0
"Jun 22, 06:00 am",-607.2,0,163,0
"Jun 22, 07:00 am",-3841.18,0,532,0
"Jun 22, 08:00 am",84829.7,424.173,713,0
"Jun 22, 09:00 am",105567,528.125,816,0
"Jun 22, 10:00 am",108013,0,0,0
"Jun 22, 11:00 am",43367.7,0,911,0
"Jun 22, 12:00 pm",97220.6,663.174,935,0
"Jun 22, 01:00 pm",96405.8,654.115,921,0
"Jun 22, 02:00 pm",96348.2,650.328,921,0
"Jun 22, 03:00 pm",96848.9,628.312,911,0
"Jun 22, 04:00 pm",97924.7,580.287,864,0
"Jun 22, 05:00 pm",99742.7,519.39,813,0
"Jun 22, 06:00 pm",102794,419.13,719,0
"Jun 22, 07:00 pm",106931,235.642,538,0
"Jun 22, 08:00 pm",111955,0,139,0
"Jun 22, 09:00 pm",113614,0,0,0
"Jun 22, 10:00 pm",114316,0,0,0
"Jun 22, 11:00 pm",114747,0,0,0
"Jun 23, 12:00 am",114867,0,0,0
"Jun 23, 01:00 am",114966,0,0,0
"Jun 23, 02:00 am",114952,0,0,0
"Jun 23, 03:00 am",83654,0,0,0
"Jun 23, 04:00 am",-607.2,0,0,0
"Jun 23, 05:00 am",-607.2,0,0,0
"Jun 23, 06:00 am",-607.2,0,183,0
"Jun 23, 07:00 am",-3843.77,0,534,0
"Jun 23, 08:00 am",84609.2,408.775,689,0
"Jun 23, 09:00 am",104595,492.179,763,0
"Jun 23, 10:00 am",101373,539.757,799,0
"Jun 23, 11:00 am",98785.2,560.239,811,0
"Jun 23, 12:00 pm",97894.2,570.767,809,0
"Jun 23, 01:00 pm",97519.5,572.917,810,0
"Jun 23, 02:00 pm",97393.7,566.183,805,0
"Jun 23, 03:00 pm",97746.4,535.868,781,0
"Jun 23, 04:00 pm",98377.8,491.279,736,0
"Jun 23, 05:00 pm",99410.8,418.604,662,0
"Jun 23, 06:00 pm",100715,312.475,546,0
"Jun 23, 07:00 pm",105662,0,337,0
"Jun 23, 08:00 pm",109085,0,19,0
"Jun 23, 09:00 pm",110206,0,0,0
"Jun 23, 10:00 pm",110701,0,0,0
"Jun 23, 11:00 pm",111167,0,0,0
"Jun 24, 12:00 am",111315,0,0,0
"Jun 24, 01:00 am",111904,0,0,0
"Jun 24, 02:00 am",74079.2,0,0,0
"Jun 24, 03:00 am",-607.2,0,0,0
"Jun 24, 04:00 am",-607.2,0,0,0
"Jun 24, 05:00 am",-607.2,0,0,0
"Jun 24, 06:00 am",-607.2,0,0,0
"Jun 24, 07:00 am",-607.2,0,0,0
"Jun 24, 08:00 am",-1635.54,0,100,0
"Jun 24, 09:00 am",-1672.27,0,122,0
"Jun 24, 10:00 am",25440.6,0,599,0
"Jun 24, 11:00 am",99204.9,450.012,659,0
"Jun 24, 12:00 pm",98409.5,477.472,682,0
"Jun 24, 01:00 pm",98115,478.009,681,0
"Jun 24, 02:00 pm",98182.7,467.742,671,0
"Jun 24, 03:00 pm",98651,434.4,641,0
"Jun 24, 04:00 pm",99519.5,371.456,569,0
"Jun 24, 05:00 pm",100464,306.75,502,0
"Jun 24, 06:00 pm",101391,208.809,389,0
"Jun 24, 07:00 pm",105726,0,197,0
"Jun 24, 08:00 pm",107888,0,0,0
"Jun 24, 09:00 pm",109046,0,0,0
"Jun 24, 10:00 pm",17622.9,0,0,0
"Jun 24, 11:00 pm",-607.2,0,0,0
"Jun 25, 12:00 am",-607.2,0,0,0
"Jun 25, 01:00 am",-607.2,0,0,0
"Jun 25, 02:00 am",-607.2,0,0,0
"Jun 25, 03:00 am",-607.2,0,0,0
"Jun 25, 04:00 am",-607.2,0,0,0
"Jun 25, 05:00 am",-607.2,0,0,0
"Jun 25, 06:00 am",-607.2,0,5,0
"Jun 25, 07:00 am",-2040.45,0,185,0
"Jun 25, 08:00 am",-3500.02,0,381,0
"Jun 25, 09:00 am",92707.8,312.414,499,0
"Jun 25, 10:00 am",359.406,0,0,0
"Jun 25, 11:00 am",-4324.09,0,471,0
"Jun 25, 12:00 pm",-1926.36,0,131,0
"Jun 25, 01:00 pm",-2442.79,0,220,0
"Jun 25, 02:00 pm",-2889.45,0,223,0
"Jun 25, 03:00 pm",39147.3,0,680,0
"Jun 25, 04:00 pm",99813.4,432.915,654,0
"Jun 25, 05:00 pm",100694,361.034,577,0
"Jun 25, 06:00 pm",102082,262.804,467,0
"Jun 25, 07:00 pm",104936,0,288,0
"Jun 25, 08:00 pm",9141.93,0,24,0
"Jun 25, 09:00 pm",-607.2,0,0,0
"Jun 25, 10:00 pm",-607.2,0,0,0
"Jun 25, 11:00 pm",-607.2,0,0,0
"Jun 26, 12:00 am",-607.2,0,0,0
"Jun 26, 01:00 am",-607.2,0,0,0
"Jun 26, 02:00 am",-607.2,0,0,0
"Jun 26, 03:00 am",-607.2,0,0,0
"Jun 26, 04:00 am",-607.2,0,0,0
"Jun 26, 05:00 am",-607.2,0,0,0
"Jun 26, 06:00 am",-607.2,0,171,0
"Jun 26, 07:00 am",-3934.09,0,565,0
"Jun 26, 08:00 am",89242.3,442.771,745,0
"Jun 26, 09:00 am",103496,545.822,844,0
"Jun 26, 10:00 am",100945,593.888,878,0
"Jun 26, 11:00 am",98590.1,636.344,919,0
"Jun 26, 12:00 pm",96640.8,665.781,941,0
"Jun 26, 01:00 pm",95797,679.625,958,0
"Jun 26, 02:00 pm",95927.6,673.785,955,0
"Jun 26, 03:00 pm",96654.4,646.203,938,0
"Jun 26, 04:00 pm",98995,564.127,843,0
"Jun 26, 05:00 pm",102932,504.386,792,0
"Jun 26, 06:00 pm",104454,406.319,699,0
"Jun 26, 07:00 pm",106967,226.627,519,0
"Jun 26, 08:00 pm",111295,0,124,0
"Jun 26, 09:00 pm",112887,0,0,0
"Jun 26, 10:00 pm",113579,0,0,0
"Jun 26, 11:00 pm",114051,0,0,0
"Jun 27, 12:00 am",114155,0,0,0
"Jun 27, 01:00 am",114590,0,0,0
"Jun 27, 02:00 am",114849,0,0,0
"Jun 27, 03:00 am",115026,0,0,0
"Jun 27, 04:00 am",115169,0,0,0
"Jun 27, 05:00 am",28631,0,0,0
"Jun 27, 06:00 am",-607.2,0,176,0
"Jun 27, 07:00 am",-3874.87,0,552,0
"Jun 27, 08:00 am",-818.16,0,0,0
"Jun 27, 09:00 am",-607.2,0,17,0
"Jun 27, 10:00 am",-3386.55,0,282,0
"Jun 27, 11:00 am",52697,318.542,481,0
"Jun 27, 12:00 pm",99571.6,668.914,946,0
"Jun 27, 01:00 pm",98662.4,662.012,935,0
"Jun 27, 02:00 pm",98347.1,654.399,930,0
"Jun 27, 03:00 pm",98831.8,628.953,916,0
"Jun 27, 04:00 pm",100123,584.245,874,0
"Jun 27, 05:00 pm",102050,520.443,819,0
"Jun 27, 06:00 pm",104635,421.694,728,0
"Jun 27, 07:00 pm",107619,240.346,553,0
"Jun 27, 08:00 pm",111479,0,175,0
"Jun 27, 09:00 pm",112766,0,0,0
"Jun 27, 10:00 pm",113586,0,0,0
"Jun 27, 11:00 pm",114251,0,0,0
"Jun 28, 12:00 am",114468,0,0,0
"Jun 28, 01:00 am",115036,0,0,0
"Jun 28, 02:00 am",115220,0,0,0
"Jun 28, 03:00 am",4020.33,0,0,0
"Jun 28, 04:00 am",-607.2,0,0,0
"Jun 28, 05:00 am",-607.2,0,0,0
"Jun 28, 06:00 am",-607.2,0,250,0
"Jun 28, 07:00 am",-4037.67,0,599,0
"Jun 28, 08:00 am",97083.4,446.256,756,0
"Jun 28, 09:00 am",107665,539.871,841,0
"Jun 28, 10:00 am",110699,0,79,0
"Jun 28, 11:00 am",26536.2,0,91,0
"Jun 28, 12:00 pm",-818.16,0,13,0
"Jun 28, 01:00 pm",-607.2,0,46,0
"Jun 28, 02:00 pm",-3082.95,0,250,0
"Jun 28, 03:00 pm",-3189.59,0,269,0
"Jun 28, 04:00 pm",102100,567.911,855,0
"Jun 28, 05:00 pm",104225,507.462,803,0
"Jun 28, 06:00 pm",107095,335.823,593,0
"Jun 28, 07:00 pm",108865,246.882,567,0
"Jun 28, 08:00 pm",111987,0,201,0
"Jun 28, 09:00 pm",69456.1,0,0,0
"Jun 28, 10:00 pm",-607.2,0,0,0
"Jun 28, 11:00 pm",-607.2,0,0,0
"Jun 29, 12:00 am",-607.2,0,0,0
"Jun 29, 01:00 am",-607.2,0,0,0
"Jun 29, 02:00 am",-607.2,0,0,0
"Jun 29, 03:00 am",-607.2,0,0,0
"Jun 29, 04:00 am",-607.2,0,0,0
"Jun 29, 05:00 am",-607.2,0,0,0
"Jun 29, 06:00 am",-607.2,0,247,0
"Jun 29, 07:00 am",-4101.58,0,624,0
"Jun 29, 08:00 am",100625,466.161,791,0
"Jun 29, 09:00 am",108954,563.789,877,0
"Jun 29, 10:00 am",106606,625.639,928,0
"Jun 29, 11:00 am",104687,658.83,955,0
"Jun 29, 12:00 pm",103019,683.135,969,0
"Jun 29, 01:00 pm",102499,671.02,950,0
"Jun 29, 02:00 pm",102023,667.549,950,0
"Jun 29, 03:00 pm",102543,642.296,936,0
"Jun 29, 04:00 pm",105776,481.198,730,0
"Jun 29, 05:00 pm",108293,524.315,827,0
"Jun 29, 06:00 pm",109456,430.34,745,0
"Jun 29, 07:00 pm",110911,251.584,580,0
"Jun 29, 08:00 pm",114199,0,206,0
"Jun 29, 09:00 pm",115067,0,0,0
"Jun 29, 10:00 pm",115475,0,0,0
"Jun 29, 11:00 pm",115813,0,0,0
"Jun 30, 12:00 am",115942,0,0,0
"Jun 30, 01:00 am",116263,0,0,0
"Jun 30, 02:00 am",116355,0,0,0
"Jun 30, 03:00 am",116411,0,0,0
"Jun 30, 04:00 am",116388,0,0,0
"Jun 30, 05:00 am",39607.6,0,0,0
"Jun 30, 06:00 am",-607.2,0,257,0
"Jun 30, 07:00 am",-4111.2,0,629,0
"Jun 30, 08:00 am",101080,464.141,791,0
"Jun 30, 09:00 am",109202,561.737,877,0
"Jun 30, 10:00 am",106946,624.359,928,0
"Jun 30, 11:00 am",105002,660.871,958,0
"Jun 30, 12:00 pm",103288,685.554,971,0
"Jun 30, 01:00 pm",102528,680.799,961,0
"Jun 30, 02:00 pm",102116,675.582,958,0
"Jun 30, 03:00 pm",102460,648.557,941,0
"Jun 30, 04:00 pm",106072,613.157,912,0
"Jun 30, 05:00 pm",107767,550.048,859,0
"Jun 30, 06:00 pm",108478,452.862,773,0
"Jun 30, 07:00 pm",109949,271.883,608,0
"Jun 30, 08:00 pm",113951,0,233,0
"Jun 30, 09:00 pm",114761,0,0,0
"Jun 30, 10:00 pm",114989,0,0,0
"Jun 30, 11:00 pm",115237,0,0,0
"Jul 1, 12:00 am",115351,0,0,0
"Jul 1, 01:00 am",115682,0,0,0
"Jul 1, 02:00 am",115839,0,0,0
"Jul 1, 03:00 am",115935,0,0,0
"Jul 1, 04:00 am",115984,0,0,0
"Jul 1, 05:00 am",47650.9,0,0,0
"Jul 1, 06:00 am",-607.2,0,290,0
"Jul 1, 07:00 am",-4187.92,0,650,0
"Jul 1, 08:00 am",101211,471.998,802,0
"Jul 1, 09:00 am",105838,567.109,882,0
"Jul 1, 10:00 am",103085,627.429,929,0
"Jul 1, 11:00 am",100935,661.699,956,0
"Jul 1, 12:00 pm",99155.6,684.707,967,0
"Jul 1, 01:00 pm",98434.9,678.555,955,0
"Jul 1, 02:00 pm",97904.3,672.077,950,0
"Jul 1, 03:00 pm",98426.2,646.95,935,0
"Jul 1, 04:00 pm",102391,600.496,890,0
"Jul 1, 05:00 pm",104147,538.65,838,0
"Jul 1, 06:00 pm",105132,439.36,747,0
"Jul 1, 07:00 pm",107489,257.965,577,0
"Jul 1, 08:00 pm",111973,0,189,0
"Jul 1, 09:00 pm",113168,0,0,0
"Jul 1, 10:00 pm",113920,0,0,0
"Jul 1, 11:00 pm",114629,0,0,0
"Jul 2, 12:00 am",114896,0,0,0
"Jul 2, 01:00 am",115471,0,0,0
"Jul 2, 02:00 am",115738,0,0,0
"Jul 2, 03:00 am",115897,0,0,0
"Jul 2, 04:00 am",115948,0,0,0
"Jul 2, 05:00 am",42031.5,0,0,0
"Jul 2, 06:00 am",-607.2,0,282,0
"Jul 2, 07:00 am",-4192.31,0,649,0
"Jul 2, 08:00 am",100073,475.174,805,0
"Jul 2, 09:00 am",104021,570.204,887,0
"Jul 2, 10:00 am",101031,630.165,935,0
"Jul 2, 11:00 am",98470.8,665.628,964,0
"Jul 2, 12:00 pm",96249,691.756,979,0
"Jul 2, 01:00 pm",95646.2,683.558,964,0
"Jul 2, 02:00 pm",95588.4,678.277,960,0
"Jul 2, 03:00 pm",96166.6,652.413,944,0
"Jul 2, 04:00 pm",100528,615.235,912,0
"Jul 2, 05:00 pm",101354,553.442,861,0
"Jul 2, 06:00 pm",102288,456.829,776,0
"Jul 2, 07:00 pm",105341,275.364,613,0
"Jul 2, 08:00 pm",110916,0,229,0
"Jul 2, 09:00 pm",112746,0,0,0
"Jul 2, 10:00 pm",113763,0,0,0
"Jul 2, 11:00 pm",114585,0,0,0
"Jul 3, 12:00 am",114858,0,0,0
"Jul 3, 01:00 am",115254,0,0,0
"Jul 3, 02:00 am",115384,0,0,0
"Jul 3, 03:00 am",115447,0,0,0
"Jul 3, 04:00 am",115501,0,0,0
"Jul 3, 05:00 am",49604.3,0,0,0
"Jul 3, 06:00 am",-607.2,0,231,0
"Jul 3, 07:00 am",-4048.87,0,608,0
"Jul 3, 08:00 am",95398.6,454.249,770,0
"Jul 3, 09:00 am",103576,550.813,857,0
"Jul 3, 10:00 am",99961.8,613.313,910,0
"Jul 3, 11:00 am",97233.1,649.653,941,0
"Jul 3, 12:00 pm",95668.4,677.176,959,0
"Jul 3, 01:00 pm",95218.5,683.373,964,0
"Jul 3, 02:00 pm",95322,674.573,956,0
"Jul 3, 03:00 pm",96035.5,645.757,936,0
"Jul 3, 04:00 pm",99111.8,568.267,847,0
"Jul 3, 05:00 pm",101252,498.279,781,0
"Jul 3, 06:00 pm",102346,392.887,676,0
"Jul 3, 07:00 pm",105706,210.191,484,0
"Jul 3, 08:00 pm",110992,0,92,0
"Jul 3, 09:00 pm",112932,0,0,0
"Jul 3, 10:00 pm",113975,0,0,0
"Jul 3, 11:00 pm",114631,0,0,0
"Jul 4, 12:00 am",114855,0,0,0
"Jul 4, 01:00 am",115250,0,0,0
"Jul 4, 02:00 am",115412,0,0,0
"Jul 4, 03:00 am",115500,0,0,0
"Jul 4, 04:00 am",115537,0,0,0
"Jul 4, 05:00 am",21712.4,0,0,0
"Jul 4, 06:00 am",-607.2,0,162,0
"Jul 4, 07:00 am",-3847.86,0,554,0
"Jul 4, 08:00 am",84918.4,427.296,728,0
"Jul 4, 09:00 am",104629,526.823,821,0
"Jul 4, 10:00 am",101153,586.821,871,0
"Jul 4, 11:00 am",98317.2,619.893,898,0
"Jul 4, 12:00 pm",96665.7,638.94,906,0
"Jul 4, 01:00 pm",96469.3,637.583,902,0
"Jul 4, 02:00 pm",96687.3,624.144,888,0
"Jul 4, 03:00 pm",97437.8,590.525,861,0
"Jul 4, 04:00 pm",98343,551.748,826,0
"Jul 4, 05:00 pm",100342,474.769,749,0
"Jul 4, 06:00 pm",103718,361.19,628,0
"Jul 4, 07:00 pm",106588,175.041,417,0
"Jul 4, 08:00 pm",110912,0,52,0
"Jul 4, 09:00 pm",112486,0,0,0
"Jul 4, 10:00 pm",113426,0,0,0
"Jul 4, 11:00 pm",113988,0,0,0
"Jul 5, 12:00 am",114251,0,0,0
"Jul 5, 01:00 am",114715,0,0,0
"Jul 5, 02:00 am",114906,0,0,0
"Jul 5, 03:00 am",115023,0,0,0
"Jul 5, 04:00 am",115047,0,0,0
"Jul 5, 05:00 am",9852.21,0,0,0
"Jul 5, 06:00 am",-607.2,0,66,0
"Jul 5, 07:00 am",-3460.25,0,428,0
"Jul 5, 08:00 am",61697.9,366.8,631,0
"Jul 5, 09:00 am",107411,478.101,748,0
"Jul 5, 10:00 am",107324,356.731,546,0
"Jul 5, 11:00 am",105907,369.442,553,0
"Jul 5, 12:00 pm",101880,596.831,851,0
"Jul 5, 01:00 pm",101164,605.669,861,0
"Jul 5, 02:00 pm",101532,586.436,839,0
"Jul 5, 03:00 pm",102722,537.412,789,0
"Jul 5, 04:00 pm",104752,427.357,650,0
"Jul 5, 05:00 pm",107263,159.04,282,0
"Jul 5, 06:00 pm",108291,245.3,442,0
"Jul 5, 07:00 pm",112020,0,208,0
"Jul 5, 08:00 pm",113493,0,4,0
"Jul 5, 09:00 pm",114295,0,0,0
"Jul 5, 10:00 pm",114654,0,0,0
"Jul 5, 11:00 pm",114808,0,0,0
"Jul 6, 12:00 am",11088,0,0,0
"Jul 6, 01:00 am",-607.2,0,0,0
"Jul 6, 02:00 am",-607.2,0,0,0
"Jul 6, 03:00 am",-607.2,0,0,0
"Jul 6, 04:00 am",-607.2,0,0,0
"Jul 6, 05:00 am",-607.2,0,0,0
"Jul 6, 06:00 am",-607.2,0,0,0
"Jul 6, 07:00 am",-607.2,0,0,0
"Jul 6, 08:00 am",-607.2,0,0,0
"Jul 6, 09:00 am",-2053.62,0,143,0
"Jul 6, 10:00 am",-2364.45,0,251,0
"Jul 6, 11:00 am",-4027.64,0,419,0
"Jul 6, 12:00 pm",-818.16,0,136,0
"Jul 6, 01:00 pm",-3457.94,0,291,0
"Jul 6, 02:00 pm",55144.9,634.664,904,0
"Jul 6, 03:00 pm",101866,616.567,898,0
"Jul 6, 04:00 pm",102937,578.807,864,0
"Jul 6, 05:00 pm",104399,525.688,823,0
"Jul 6, 06:00 pm",106643,430.1,736,0
"Jul 6, 07:00 pm",109433,249.89,565,0
"Jul 6, 08:00 pm",112801,0,181,0
"Jul 6, 09:00 pm",113831,0,0,0
"Jul 6, 10:00 pm",114248,0,0,0
"Jul 6, 11:00 pm",114496,0,0,0
"Jul 7, 12:00 am",33696.7,0,0,0
"Jul 7, 01:00 am",-607.2,0,0,0
"Jul 7, 02:00 am",-607.2,0,0,0
"Jul 7, 03:00 am",-607.2,0,0,0
"Jul 7, 04:00 am",-607.2,0,0,0
"Jul 7, 05:00 am",-607.2,0,0,0
"Jul 7, 06:00 am",-607.2,0,162,0
"Jul 7, 07:00 am",-3821.28,0,548,0
"Jul 7, 08:00 am",84678.1,427.324,725,0
"Jul 7, 09:00 am",107124,529.921,822,0
"Jul 7, 10:00 am",104847,594.487,879,0
"Jul 7, 11:00 am",102974,633.259,915,0
"Jul 7, 12:00 pm",101367,658.968,933,0
"Jul 7, 01:00 pm",100727,656.361,927,0
"Jul 7, 02:00 pm",100365,652.516,926,0
"Jul 7, 03:00 pm",100695,629.833,914,0
"Jul 7, 04:00 pm",101519,593.523,883,0
"Jul 7, 05:00 pm",105007,534.179,834,0
"Jul 7, 06:00 pm",106370,436.446,745,0
"Jul 7, 07:00 pm",108268,253.884,572,0
"Jul 7, 08:00 pm",112470,0,185,0
"Jul 7, 09:00 pm",113474,0,0,0
"Jul 7, 10:00 pm",113822,0,0,0
"Jul 7, 11:00 pm",114045,0,0,0
"Jul 8, 12:00 am",114156,0,0,0
"Jul 8, 01:00 am",114615,0,0,0
"Jul 8, 02:00 am",114888,0,0,0
"Jul 8, 03:00 am",115043,0,0,0
"Jul 8, 04:00 am",115145,0,0,0
"Jul 8, 05:00 am",39986.3,0,0,0
"Jul 8, 06:00 am",-607.2,0,87,0
"Jul 8, 07:00 am",-3510.47,0,448,0
"Jul 8, 08:00 am",64772.4,369.984,635,0
"Jul 8, 09:00 am",106631,471.282,737,0
"Jul 8, 10:00 am",104390,531.766,792,0
"Jul 8, 11:00 am",102385,563.802,820,0
"Jul 8, 12:00 pm",100889,580.353,827,0
"Jul 8, 01:00 pm",99241.3,618.967,877,0
"Jul 8, 02:00 pm",98902.1,611.363,871,0
"Jul 8, 03:00 pm",99442.6,583.279,850,0
"Jul 8, 04:00 pm",100424,543.023,812,0
"Jul 8, 05:00 pm",102237,469.752,739,0
"Jul 8, 06:00 pm",104580,359.116,622,0
"Jul 8, 07:00 pm",107442,175.224,416,0
"Jul 8, 08:00 pm",111572,0,62,0
"Jul 8, 09:00 pm",113045,0,0,0
"Jul 8, 10:00 pm",113690,0,0,0
"Jul 8, 11:00 pm",113966,0,0,0
"Jul 9, 12:00 am",114020,0,0,0
"Jul 9, 01:00 am",114301,0,0,0
"Jul 9, 02:00 am",114404,0,0,0
"Jul 9, 03:00 am",114489,0,0,0
"Jul 9, 04:00 am",4354.75,0,0,0
"Jul 9, 05:00 am",-607.2,0,0,0
"Jul 9, 06:00 am",-607.2,0,63,0
"Jul 9, 07:00 am",-3448.48,0,426,0
"Jul 9, 08:00 am",-818.16,0,0,0
"Jul 9, 09:00 am",-607.2,0,0,0
"Jul 9, 10:00 am",14128.2,0,806,0
"Jul 9, 11:00 am",100506,585.227,848,0
"Jul 9, 12:00 pm",98544.5,613.918,871,0
"Jul 9, 01:00 pm",96925.1,638.713,902,0
"Jul 9, 02:00 pm",96843.2,632.044,897,0
"Jul 9, 03:00 pm",97317.5,607.087,881,0
"Jul 9, 04:00 pm",98017.2,570.942,850,0
"Jul 9, 05:00 pm",99244.9,508.588,796,0
"Jul 9, 06:00 pm",101914,406.895,699,0
"Jul 9, 07:00 pm",105620,227.661,523,0
