"Time stamp","System power generated | (kW)","Estimated receiver thermal power TO HTF | (MWt)","Resource beam normal irradiance | (W/m2)","Predicted clear-sky beam normal irradiance | (W/m2)"
"May 3, 02:00 am",116779,0,0,0
"May 3, 03:00 am",116766,0,0,0
"May 3, 04:00 am",57030.6,0,0,0
"May 3, 05:00 am",-607.2,0,0,0
"May 3, 06:00 am",-607.2,0,0,0
"May 3, 07:00 am",-3497.07,0,497,0
"May 3, 08:00 am",65730.2,420.552,733,0
"May 3, 09:00 am",110200,539.146,844,0
"May 3, 10:00 am",107612,609.706,907,0
"May 3, 11:00 am",105377,650.321,942,0
"May 3, 12:00 pm",103680,670.514,955,0
"May 3, 01:00 pm",107351,362.693,532,0
"May 3, 02:00 pm",106853,356.205,528,0
"May 3, 03:00 pm",105248,500.433,737,0
"May 3, 04:00 pm",104584,579.485,871,0
"May 3, 05:00 pm",107394,456.466,732,0
"May 3, 06:00 pm",110070,361.199,664,0
"May 3, 07:00 pm",114963,0,380,0
"May 3, 08:00 pm",116103,0,0,0
"May 3, 09:00 pm",116387,0,0,0
"May 3, 10:00 pm",116503,0,0,0
"May 3, 11:00 pm",116559,0,0,0
"May 4, 12:00 am",116526,0,0,0
"May 4, 01:00 am",116527,0,0,0
"May 4, 02:00 am",87771,0,0,0
"May 4, 03:00 am",-607.2,0,0,0
"May 4, 04:00 am",-607.2,0,0,0
"May 4, 05:00 am",-607.2,0,0,0
"May 4, 06:00 am",-607.2,0,0,0
"May 4, 07:00 am",-607.2,0,0,0
"May 4, 08:00 am",-607.2,0,0,0
"May 4, 09:00 am",-607.2,0,37,0
"May 4, 10:00 am",-3022.28,0,245,0
"May 4, 11:00 am",16427.7,0,342,0
"May 4, 12:00 pm",91838.9,243.719,375,0
"May 4, 01:00 pm",101289,265.332,403,0
"May 4, 02:00 pm",110382,320.846,483,0
"May 4, 03:00 pm",110353,316.786,485,0
"May 4, 04:00 pm",110598,246.917,399,0
"May 4, 05:00 pm",-818.16,0,120,0
"May 4, 06:00 pm",-607.2,0,0,0
"May 4, 07:00 pm",-607.2,0,0,0
"May 4, 08:00 pm",-607.2,0,0,0
"May 4, 09:00 pm",-607.2,0,0,0
"May 4, 10:00 pm",-607.2,0,0,0
"May 4, 11:00 pm",-607.2,0,0,0
"May 5, 12:00 am",-607.2,0,0,0
"May 5, 01:00 am",-607.2,0,0,0
"May 5, 02:00 am",-607.2,0,0,0
"May 5, 03:00 am",-607.2,0,0,0
"May 5, 04:00 am",-607.2,0,0,0
"May 5, 05:00 am",-607.2,0,0,0
"May 5, 06:00 am",-607.2,0,0,0
"May 5, 07:00 am",-3534.99,0,503,0
"May 5, 08:00 am",-818.16,0,0,0
"May 5, 09:00 am",-607.2,0,0,0
"May 5, 10:00 am",-607.2,0,0,0
"May 5, 11:00 am",-1438.71,0,79,0
"May 5, 12:00 pm",-2774.26,0,239,0
"May 5, 01:00 pm",46659.9,0,940,0
"May 5, 02:00 pm",107002,652.571,942,0
"May 5, 03:00 pm",107841,625.505,920,0
"May 5, 04:00 pm",109256,569.299,865,0
"May 5, 05:00 pm",112709,277.357,470,0
"May 5, 06:00 pm",114340,0,120,0
"May 5, 07:00 pm",113833,0,194,0
"May 5, 08:00 pm",115035,0,0,0
"May 5, 09:00 pm",115330,0,0,0
"May 5, 10:00 pm",50281,0,0,0
"May 5, 11:00 pm",-607.2,0,0,0
"May 6, 12:00 am",-607.2,0,0,0
"May 6, 01:00 am",-607.2,0,0,0
"May 6, 02:00 am",-607.2,0,0,0
"May 6, 03:00 am",-607.2,0,0,0
"May 6, 04:00 am",-607.2,0,0,0
"May 6, 05:00 am",-607.2,0,0,0
"May 6, 06:00 am",-607.2,0,0,0
"May 6, 07:00 am",-3630.88,0,529,0
"May 6, 08:00 am",54034.5,237.802,429,0
"May 6, 09:00 am",110309,546.554,848,0
"May 6, 10:00 am",108412,614.885,908,0
"May 6, 11:00 am",106895,653.217,941,0
"May 6, 12:00 pm",105771,675.796,958,0
"May 6, 01:00 pm",105576,668.191,943,0
"May 6, 02:00 pm",105616,657.051,937,0
"May 6, 03:00 pm",106154,630.728,916,0
"May 6, 04:00 pm",107204,583.399,874,0
"May 6, 05:00 pm",109817,507.57,806,0
"May 6, 06:00 pm",111584,374.935,682,0
"May 6, 07:00 pm",115015,0,425,0
"May 6, 08:00 pm",115968,0,0,0
"May 6, 09:00 pm",116216,0,0,0
"May 6, 10:00 pm",116348,0,0,0
"May 6, 11:00 pm",116422,0,0,0
"May 7, 12:00 am",116412,0,0,0
"May 7, 01:00 am",116487,0,0,0
"May 7, 02:00 am",116473,0,0,0
"May 7, 03:00 am",116423,0,0,0
"May 7, 04:00 am",56930.8,0,0,0
"May 7, 05:00 am",-607.2,0,0,0
"May 7, 06:00 am",-607.2,0,0,0
"May 7, 07:00 am",-3590.91,0,516,0
"May 7, 08:00 am",-818.16,0,199,0
"May 7, 09:00 am",15036.3,0,835,0
"May 7, 10:00 am",107056,605.336,897,0
"May 7, 11:00 am",104696,648.806,936,0
"May 7, 12:00 pm",103151,671.237,952,0
"May 7, 01:00 pm",102236,676.97,955,0
"May 7, 02:00 pm",102212,662.093,944,0
"May 7, 03:00 pm",102853,634.653,922,0
"May 7, 04:00 pm",104413,575.991,864,0
"May 7, 05:00 pm",110912,498.681,793,0
"May 7, 06:00 pm",108951,0,666,0
"May 7, 07:00 pm",114454,0,405,0
"May 7, 08:00 pm",115725,0,0,0
"May 7, 09:00 pm",116021,0,0,0
"May 7, 10:00 pm",116115,0,0,0
"May 7, 11:00 pm",116165,0,0,0
"May 8, 12:00 am",116166,0,0,0
"May 8, 01:00 am",116325,0,0,0
"May 8, 02:00 am",54365.3,0,0,0
"May 8, 03:00 am",-607.2,0,0,0
"May 8, 04:00 am",-607.2,0,0,0
"May 8, 05:00 am",-607.2,0,0,0
"May 8, 06:00 am",-607.2,0,0,0
"May 8, 07:00 am",-3730.99,0,557,0
"May 8, 08:00 am",80760,437.399,751,0
"May 8, 09:00 am",109184,542.95,844,0
"May 8, 10:00 am",110162,259.175,407,0
"May 8, 11:00 am",107467,423.03,624,0
"May 8, 12:00 pm",102317,667.471,947,0
"May 8, 01:00 pm",101071,683.402,964,0
"May 8, 02:00 pm",100954,671.421,957,0
"May 8, 03:00 pm",101854,641.236,932,0
"May 8, 04:00 pm",103613,584.221,877,0
"May 8, 05:00 pm",105975,505.107,804,0
"May 8, 06:00 pm",109895,268.692,502,0
"May 8, 07:00 pm",114327,0,116,0
"May 8, 08:00 pm",115695,0,0,0
"May 8, 09:00 pm",116080,0,0,0
"May 8, 10:00 pm",116296,0,0,0
"May 8, 11:00 pm",116397,0,0,0
"May 9, 12:00 am",116398,0,0,0
"May 9, 01:00 am",116396,0,0,0
"May 9, 02:00 am",116336,0,0,0
"May 9, 03:00 am",37604.7,0,0,0
"May 9, 04:00 am",-607.2,0,0,0
"May 9, 05:00 am",-607.2,0,0,0
"May 9, 06:00 am",-607.2,0,79,0
"May 9, 07:00 am",-3620.88,0,512,0
"May 9, 08:00 am",74130.6,402.44,692,0
"May 9, 09:00 am",112247,197.68,334,0
"May 9, 10:00 am",107939,587.306,871,0
"May 9, 11:00 am",106390,626.733,909,0
"May 9, 12:00 pm",112244,0,120,0
"May 9, 01:00 pm",104665,0,935,0
"May 9, 02:00 pm",105662,640.688,923,0
"May 9, 03:00 pm",110925,250.42,396,0
"May 9, 04:00 pm",110943,377.859,588,0
"May 9, 05:00 pm",112232,272.008,459,0
"May 9, 06:00 pm",112398,315.502,586,0
"May 9, 07:00 pm",115354,0,323,0
"May 9, 08:00 pm",115893,0,0,0
"May 9, 09:00 pm",115924,0,0,0
"May 9, 10:00 pm",13780.1,0,0,0
"May 9, 11:00 pm",-607.2,0,0,0
"May 10, 12:00 am",-607.2,0,0,0
"May 10, 01:00 am",-607.2,0,0,0
"May 10, 02:00 am",-607.2,0,0,0
"May 10, 03:00 am",-607.2,0,0,0
"May 10, 04:00 am",-607.2,0,0,0
"May 10, 05:00 am",-607.2,0,0,0
"May 10, 06:00 am",-607.2,0,38,0
"May 10, 07:00 am",-607.2,0,0,0
"May 10, 08:00 am",-607.2,0,0,0
"May 10, 09:00 am",-607.2,0,0,0
"May 10, 10:00 am",-607.2,0,5,0
"May 10, 11:00 am",-2167.85,0,155,0
"May 10, 12:00 pm",-818.16,0,39,0
"May 10, 01:00 pm",-607.2,0,55,0
"May 10, 02:00 pm",-607.2,0,29,0
"May 10, 03:00 pm",-607.2,0,5,0
"May 10, 04:00 pm",-607.2,0,84,0
"May 10, 05:00 pm",-607.2,0,0,0
"May 10, 06:00 pm",-2260.48,0,199,0
"May 10, 07:00 pm",-1350.9,0,152,0
"May 10, 08:00 pm",-818.16,0,0,0
"May 10, 09:00 pm",-607.2,0,0,0
"May 10, 10:00 pm",-607.2,0,0,0
"May 10, 11:00 pm",-607.2,0,0,0
"May 11, 12:00 am",-607.2,0,0,0
"May 11, 01:00 am",-607.2,0,0,0
"May 11, 02:00 am",-607.2,0,0,0
"May 11, 03:00 am",-607.2,0,0,0
"May 11, 04:00 am",-607.2,0,0,0
"May 11, 05:00 am",-607.2,0,0,0
"May 11, 06:00 am",-607.2,0,13,0
"May 11, 07:00 am",-607.2,0,85,0
"May 11, 08:00 am",-1636.46,0,108,0
"May 11, 09:00 am",-818.16,0,0,0
"May 11, 10:00 am",-607.2,0,69,0
"May 11, 11:00 am",-3136.22,0,260,0
"May 11, 12:00 pm",-818.16,0,14,0
"May 11, 01:00 pm",-607.2,0,11,0
"May 11, 02:00 pm",-4008.43,0,421,0
"May 11, 03:00 pm",93967.8,598.676,884,0
"May 11, 04:00 pm",109624,552.375,841,0
"May 11, 05:00 pm",112273,232.855,403,0
"May 11, 06:00 pm",112693,354.66,651,0
"May 11, 07:00 pm",112744,0,378,0
"May 11, 08:00 pm",104067,0,0,0
"May 11, 09:00 pm",-607.2,0,0,0
"May 11, 10:00 pm",-607.2,0,0,0
"May 11, 11:00 pm",-607.2,0,0,0
"May 12, 12:00 am",-607.2,0,0,0
"May 12, 01:00 am",-607.2,0,0,0
"May 12, 02:00 am",-607.2,0,0,0
"May 12, 03:00 am",-607.2,0,0,0
"May 12, 04:00 am",-607.2,0,0,0
"May 12, 05:00 am",-607.2,0,0,0
"May 12, 06:00 am",-607.2,0,84,0
"May 12, 07:00 am",-3658.48,0,520,0
"May 12, 08:00 am",76920.8,420.871,724,0
"May 12, 09:00 am",41125.9,0,33,0
"May 12, 10:00 am",-1946.27,0,132,0
"May 12, 11:00 am",-3319.88,0,303,0
"May 12, 12:00 pm",-818.16,0,111,0
"May 12, 01:00 pm",-607.2,0,25,0
"May 12, 02:00 pm",-2787.37,0,222,0
"May 12, 03:00 pm",-1517.31,0,170,0
"May 12, 04:00 pm",-2684.16,0,219,0
"May 12, 05:00 pm",37043.4,0,562,0
"May 12, 06:00 pm",102064,217.95,419,0
"May 12, 07:00 pm",-818.16,0,246,0
"May 12, 08:00 pm",-607.2,0,0,0
"May 12, 09:00 pm",-607.2,0,0,0
"May 12, 10:00 pm",-607.2,0,0,0
"May 12, 11:00 pm",-607.2,0,0,0
"May 13, 12:00 am",-607.2,0,0,0
"May 13, 01:00 am",-607.2,0,0,0
"May 13, 02:00 am",-607.2,0,0,0
"May 13, 03:00 am",-607.2,0,0,0
"May 13, 04:00 am",-607.2,0,0,0
"May 13, 05:00 am",-607.2,0,0,0
"May 13, 06:00 am",-607.2,0,64,0
"May 13, 07:00 am",-607.2,0,29,0
"May 13, 08:00 am",-1687.97,0,107,0
"May 13, 09:00 am",-2815.02,0,272,0
"May 13, 10:00 am",-2978.8,0,240,0
"May 13, 11:00 am",-818.16,0,38,0
"May 13, 12:00 pm",-607.2,0,3,0
"May 13, 01:00 pm",-3787.24,0,365,0
"May 13, 02:00 pm",63903.2,242.483,374,0
"May 13, 03:00 pm",-818.16,0,179,0
"May 13, 04:00 pm",14422,0,794,0
"May 13, 05:00 pm",110360,205.687,354,0
"May 13, 06:00 pm",103078,195.538,376,0
"May 13, 07:00 pm",-818.16,0,240,0
"May 13, 08:00 pm",-607.2,0,0,0
"May 13, 09:00 pm",-607.2,0,0,0
"May 13, 10:00 pm",-607.2,0,0,0
"May 13, 11:00 pm",-607.2,0,0,0
"May 14, 12:00 am",-607.2,0,0,0
"May 14, 01:00 am",-607.2,0,0,0
"May 14, 02:00 am",-607.2,0,0,0
"May 14, 03:00 am",-607.2,0,0,0
"May 14, 04:00 am",-607.2,0,0,0
"May 14, 05:00 am",-607.2,0,0,0
"May 14, 06:00 am",-607.2,0,99,0
"May 14, 07:00 am",-3670.16,0,517,0
"May 14, 08:00 am",77773.1,414.369,707,0
"May 14, 09:00 am",110002,523.094,811,0
"May 14, 10:00 am",107772,593.524,876,0
"May 14, 11:00 am",106166,629.265,907,0
"May 14, 12:00 pm",104944,650.31,921,0
"May 14, 01:00 pm",104613,637.548,900,0
"May 14, 02:00 pm",104588,621.695,886,0
"May 14, 03:00 pm",105046,590.315,858,0
"May 14, 04:00 pm",106024,540.325,810,0
"May 14, 05:00 pm",107351,468.118,743,0
"May 14, 06:00 pm",109433,342.398,617,0
"May 14, 07:00 pm",113094,0,373,0
"May 14, 08:00 pm",114384,0,0,0
"May 14, 09:00 pm",114776,0,0,0
"May 14, 10:00 pm",114976,0,0,0
"May 14, 11:00 pm",115183,0,0,0
"May 15, 12:00 am",115280,0,0,0
"May 15, 01:00 am",115476,0,0,0
"May 15, 02:00 am",115528,0,0,0
"May 15, 03:00 am",115533,0,0,0
"May 15, 04:00 am",38183.8,0,0,0
"May 15, 05:00 am",-607.2,0,0,0
"May 15, 06:00 am",-607.2,0,36,0
"May 15, 07:00 am",-1826.82,0,164,0
"May 15, 08:00 am",18323.8,0,685,0
"May 15, 09:00 am",110447,294.306,477,0
"May 15, 10:00 am",101592,189.782,310,0
"May 15, 11:00 am",107953,334.584,503,0
"May 15, 12:00 pm",107395,290.351,435,0
"May 15, 01:00 pm",63018.3,157.608,254,0
"May 15, 02:00 pm",-818.16,0,210,0
"May 15, 03:00 pm",-4399.45,0,490,0
"May 15, 04:00 pm",104289,286.461,450,0
"May 15, 05:00 pm",59601.3,173.647,303,0
"May 15, 06:00 pm",-818.16,0,172,0
"May 15, 07:00 pm",-607.2,0,0,0
"May 15, 08:00 pm",-607.2,0,0,0
"May 15, 09:00 pm",-607.2,0,0,0
"May 15, 10:00 pm",-607.2,0,0,0
"May 15, 11:00 pm",-607.2,0,0,0
"May 16, 12:00 am",-607.2,0,0,0
"May 16, 01:00 am",-607.2,0,0,0
"May 16, 02:00 am",-607.2,0,0,0
"May 16, 03:00 am",-607.2,0,0,0
"May 16, 04:00 am",-607.2,0,0,0
"May 16, 05:00 am",-607.2,0,0,0
"May 16, 06:00 am",-607.2,0,0,0
"May 16, 07:00 am",-607.2,0,0,0
"May 16, 08:00 am",-607.2,0,51,0
"May 16, 09:00 am",-1597.96,0,89,0
"May 16, 10:00 am",-1281.94,0,455,0
"May 16, 11:00 am",104551,284.597,433,0
"May 16, 12:00 pm",93022.7,256.674,388,0
"May 16, 01:00 pm",97696,269.597,404,0
"May 16, 02:00 pm",105073,292.269,438,0
"May 16, 03:00 pm",104872,321.501,486,0
"May 16, 04:00 pm",103335,521.751,784,0
"May 16, 05:00 pm",105341,445.67,709,0
"May 16, 06:00 pm",108448,317.677,574,0
"May 16, 07:00 pm",109748,0,321,0
"May 16, 08:00 pm",48830.7,0,0,0
"May 16, 09:00 pm",-607.2,0,0,0
"May 16, 10:00 pm",-607.2,0,0,0
"May 16, 11:00 pm",-607.2,0,0,0
"May 17, 12:00 am",-607.2,0,0,0
"May 17, 01:00 am",-607.2,0,0,0
"May 17, 02:00 am",-607.2,0,0,0
"May 17, 03:00 am",-607.2,0,0,0
"May 17, 04:00 am",-607.2,0,0,0
"May 17, 05:00 am",-607.2,0,0,0
"May 17, 06:00 am",-607.2,0,0,0
"May 17, 07:00 am",-607.2,0,81,0
"May 17, 08:00 am",-3457.44,0,338,0
"May 17, 09:00 am",-818.16,0,270,0
"May 17, 10:00 am",-4278.16,0,474,0
"May 17, 11:00 am",99140.2,616.26,889,0
"May 17, 12:00 pm",102660,637.7,903,0
"May 17, 01:00 pm",102411,629.75,889,0
"May 17, 02:00 pm",106579,233.605,356,0
"May 17, 03:00 pm",106538,310.434,469,0
"May 17, 04:00 pm",107873,0,244,0
"May 17, 05:00 pm",104895,0,674,0
"May 17, 06:00 pm",107583,353.471,632,0
"May 17, 07:00 pm",111447,0,407,0
"May 17, 08:00 pm",113102,0,0,0
"May 17, 09:00 pm",37203.8,0,0,0
"May 17, 10:00 pm",-607.2,0,0,0
"May 17, 11:00 pm",-607.2,0,0,0
"May 18, 12:00 am",-607.2,0,0,0
"May 18, 01:00 am",-607.2,0,0,0
"May 18, 02:00 am",-607.2,0,0,0
"May 18, 03:00 am",-607.2,0,0,0
"May 18, 04:00 am",-607.2,0,0,0
"May 18, 05:00 am",-607.2,0,0,0
"May 18, 06:00 am",-607.2,0,101,0
"May 18, 07:00 am",-3764.22,0,545,0
"May 18, 08:00 am",83129.6,446.166,764,0
"May 18, 09:00 am",109636,561.758,877,0
"May 18, 10:00 am",107401,636.017,945,0
"May 18, 11:00 am",105744,671.3,974,0
"May 18, 12:00 pm",104345,695.305,990,0
"May 18, 01:00 pm",103332,708.168,1004,0
"May 18, 02:00 pm",103342,693.585,992,0
"May 18, 03:00 pm",104026,667.655,974,0
"May 18, 04:00 pm",108845,602.019,906,0
"May 18, 05:00 pm",110105,529.483,842,0
"May 18, 06:00 pm",111144,411.514,734,0
"May 18, 07:00 pm",112887,186.302,511,0
"May 18, 08:00 pm",115801,0,0,0
"May 18, 09:00 pm",116292,0,0,0
"May 18, 10:00 pm",116417,0,0,0
"May 18, 11:00 pm",116537,0,0,0
"May 19, 12:00 am",116559,0,0,0
"May 19, 01:00 am",116671,0,0,0
"May 19, 02:00 am",116687,0,0,0
"May 19, 03:00 am",116657,0,0,0
"May 19, 04:00 am",117292,0,0,0
"May 19, 05:00 am",11819.6,0,0,0
"May 19, 06:00 am",-607.2,0,205,0
"May 19, 07:00 am",-4084.73,0,626,0
"May 19, 08:00 am",100260,473.499,799,0
"May 19, 09:00 am",108826,573.169,885,0
"May 19, 10:00 am",106233,636.466,937,0
"May 19, 11:00 am",104316,672.48,967,0
"May 19, 12:00 pm",102601,699.519,987,0
"May 19, 01:00 pm",102071,688.864,969,0
"May 19, 02:00 pm",101759,679.722,964,0
"May 19, 03:00 pm",102230,651.161,942,0
"May 19, 04:00 pm",106735,599.283,893,0
"May 19, 05:00 pm",107915,527.268,830,0
"May 19, 06:00 pm",109305,407.476,720,0
"May 19, 07:00 pm",111918,184.295,499,0
"May 19, 08:00 pm",115467,0,0,0
"May 19, 09:00 pm",116140,0,0,0
"May 19, 10:00 pm",116393,0,0,0
"May 19, 11:00 pm",116601,0,0,0
"May 20, 12:00 am",116668,0,0,0
"May 20, 01:00 am",116858,0,0,0
"May 20, 02:00 am",116881,0,0,0
"May 20, 03:00 am",116842,0,0,0
"May 20, 04:00 am",116731,0,0,0
"May 20, 05:00 am",10483.9,0,0,0
"May 20, 06:00 am",-607.2,0,216,0
"May 20, 07:00 am",-4086.82,0,624,0
"May 20, 08:00 am",99882.9,469.518,793,0
"May 20, 09:00 am",108140,566.707,878,0
"May 20, 10:00 am",105160,627.761,929,0
"May 20, 11:00 am",102890,660.12,955,0
"May 20, 12:00 pm",101043,680.963,967,0
"May 20, 01:00 pm",100043,682.272,966,0
"May 20, 02:00 pm",99914.8,669.871,957,0
"May 20, 03:00 pm",100579,642.513,937,0
"May 20, 04:00 pm",104541,597.386,897,0
"May 20, 05:00 pm",106999,481.592,768,0
"May 20, 06:00 pm",108792,272.977,502,0
"May 20, 07:00 pm",113614,0,361,0
"May 20, 08:00 pm",115291,0,0,0
"May 20, 09:00 pm",115891,0,0,0
"May 20, 10:00 pm",116066,0,0,0
"May 20, 11:00 pm",116085,0,0,0
"May 21, 12:00 am",116067,0,0,0
"May 21, 01:00 am",116012,0,0,0
"May 21, 02:00 am",115938,0,0,0
"May 21, 03:00 am",115858,0,0,0
"May 21, 04:00 am",48303.4,0,0,0
"May 21, 05:00 am",-607.2,0,0,0
"May 21, 06:00 am",-607.2,0,0,0
"May 21, 07:00 am",-607.2,0,0,0
"May 21, 08:00 am",-607.2,0,0,0
"May 21, 09:00 am",-607.2,0,11,0
"May 21, 10:00 am",-607.2,0,65,0
"May 21, 11:00 am",-607.2,0,18,0
"May 21, 12:00 pm",-607.2,0,23,0
"May 21, 01:00 pm",-607.2,0,41,0
"May 21, 02:00 pm",-607.2,0,29,0
"May 21, 03:00 pm",-1929.08,0,127,0
"May 21, 04:00 pm",-1876.06,0,148,0
"May 21, 05:00 pm",-818.16,0,61,0
"May 21, 06:00 pm",-607.2,0,0,0
"May 21, 07:00 pm",-607.2,0,0,0
"May 21, 08:00 pm",-607.2,0,0,0
"May 21, 09:00 pm",-607.2,0,0,0
"May 21, 10:00 pm",-607.2,0,0,0
"May 21, 11:00 pm",-607.2,0,0,0
"May 22, 12:00 am",-607.2,0,0,0
"May 22, 01:00 am",-607.2,0,0,0
"May 22, 02:00 am",-607.2,0,0,0
"May 22, 03:00 am",-607.2,0,0,0
"May 22, 04:00 am",-607.2,0,0,0
"May 22, 05:00 am",-607.2,0,0,0
"May 22, 06:00 am",-607.2,0,39,0
"May 22, 07:00 am",-3331.29,0,386,0
"May 22, 08:00 am",53275.7,0,604,0
"May 22, 09:00 am",110412,470.625,732,0
"May 22, 10:00 am",108436,546.068,808,0
"May 22, 11:00 am",106649,589.894,852,0
"May 22, 12:00 pm",104976,617.776,875,0
"May 22, 01:00 pm",103422,641.873,905,0
"May 22, 02:00 pm",102614,634.846,902,0
"May 22, 03:00 pm",102584,611.841,887,0
"May 22, 04:00 pm",103262,570.607,851,0
"May 22, 05:00 pm",104759,500.452,788,0
"May 22, 06:00 pm",107102,383.175,676,0
"May 22, 07:00 pm",110216,169.051,453,0
"May 22, 08:00 pm",113725,0,0,0
"May 22, 09:00 pm",114723,0,0,0
"May 22, 10:00 pm",115123,0,0,0
"May 22, 11:00 pm",115307,0,0,0
"May 23, 12:00 am",115354,0,0,0
"May 23, 01:00 am",115416,0,0,0
"May 23, 02:00 am",115404,0,0,0
"May 23, 03:00 am",115416,0,0,0
"May 23, 04:00 am",84994.5,0,0,0
"May 23, 05:00 am",-607.2,0,0,0
"May 23, 06:00 am",-607.2,0,111,0
"May 23, 07:00 am",-3652.67,0,487,0
"May 23, 08:00 am",75094,390.126,663,0
"May 23, 09:00 am",107891,483.055,752,0
"May 23, 10:00 am",105476,534.37,794,0
"May 23, 11:00 am",103555,557.638,810,0
"May 23, 12:00 pm",102090,565.309,806,0
"May 23, 01:00 pm",100085,612.099,867,0
"May 23, 02:00 pm",99871.4,592.264,846,0
"May 23, 03:00 pm",100429,554.922,810,0
"May 23, 04:00 pm",101938,485.762,732,0
"May 23, 05:00 pm",103911,403.623,645,0
"May 23, 06:00 pm",106732,276.484,501,0
"May 23, 07:00 pm",111837,0,255,0
"May 23, 08:00 pm",113961,0,0,0
"May 23, 09:00 pm",114815,0,0,0
"May 23, 10:00 pm",115246,0,0,0
"May 23, 11:00 pm",115504,0,0,0
"May 24, 12:00 am",115560,0,0,0
"May 24, 01:00 am",115724,0,0,0
"May 24, 02:00 am",67819.3,0,0,0
"May 24, 03:00 am",-607.2,0,0,0
"May 24, 04:00 am",-607.2,0,0,0
"May 24, 05:00 am",-607.2,0,0,0
"May 24, 06:00 am",-607.2,0,0,0
"May 24, 07:00 am",-1698.24,0,138,0
"May 24, 08:00 am",-2638.23,0,482,0
"May 24, 09:00 am",110004,375.682,598,0
"May 24, 10:00 am",108531,445.454,673,0
"May 24, 11:00 am",107472,489.868,721,0
"May 24, 12:00 pm",106728,519.359,748,0
"May 24, 01:00 pm",105644,561.738,803,0
"May 24, 02:00 pm",105307,550.369,792,0
"May 24, 03:00 pm",105330,517.943,761,0
"May 24, 04:00 pm",105931,472.286,714,0
"May 24, 05:00 pm",107288,387.682,621,0
"May 24, 06:00 pm",109249,257.166,468,0
"May 24, 07:00 pm",112780,0,218,0
"May 24, 08:00 pm",113969,0,0,0
"May 24, 09:00 pm",114432,0,0,0
"May 24, 10:00 pm",114817,0,0,0
"May 24, 11:00 pm",114981,0,0,0
"May 25, 12:00 am",64837.3,0,0,0
"May 25, 01:00 am",-607.2,0,0,0
"May 25, 02:00 am",-607.2,0,0,0
"May 25, 03:00 am",-607.2,0,0,0
"May 25, 04:00 am",-607.2,0,0,0
"May 25, 05:00 am",-607.2,0,0,0
"May 25, 06:00 am",-607.2,0,24,0
"May 25, 07:00 am",-2861.98,0,314,0
"May 25, 08:00 am",39367.2,0,510,0
"May 25, 09:00 am",108663,393.773,619,0
"May 25, 10:00 am",106450,461.509,690,0
"May 25, 11:00 am",104830,488.166,713,0
"May 25, 12:00 pm",105483,200.756,311,0
"May 25, 01:00 pm",101401,567.591,806,0
"May 25, 02:00 pm",101014,549.979,788,0
"May 25, 03:00 pm",101346,514.776,755,0
"May 25, 04:00 pm",103147,432.509,658,0
"May 25, 05:00 pm",105665,346.584,563,0
"May 25, 06:00 pm",108609,218.442,410,0
"May 25, 07:00 pm",112718,0,169,0
"May 25, 08:00 pm",114336,0,0,0
"May 25, 09:00 pm",114861,0,0,0
"May 25, 10:00 pm",115055,0,0,0
"May 25, 11:00 pm",25562.6,0,0,0
"May 26, 12:00 am",-607.2,0,0,0
"May 26, 01:00 am",-607.2,0,0,0
"May 26, 02:00 am",-607.2,0,0,0
"May 26, 03:00 am",-607.2,0,0,0
"May 26, 04:00 am",-607.2,0,0,0
"May 26, 05:00 am",-607.2,0,0,0
"May 26, 06:00 am",-607.2,0,5,0
"May 26, 07:00 am",-1969.77,0,175,0
"May 26, 08:00 am",-818.16,0,0,0
"May 26, 09:00 am",-607.2,0,0,0
"May 26, 10:00 am",-607.2,0,0,0
"May 26, 11:00 am",-607.2,0,3,0
"May 26, 12:00 pm",-607.2,0,0,0
"May 26, 01:00 pm",-607.2,0,0,0
"May 26, 02:00 pm",-607.2,0,26,0
"May 26, 03:00 pm",-2674.11,0,205,0
"May 26, 04:00 pm",-1733.29,0,143,0
"May 26, 05:00 pm",-3764.65,0,394,0
"May 26, 06:00 pm",-818.16,0,258,0
"May 26, 07:00 pm",-607.2,0,0,0
"May 26, 08:00 pm",-607.2,0,0,0
"May 26, 09:00 pm",-607.2,0,0,0
"May 26, 10:00 pm",-607.2,0,0,0
"May 26, 11:00 pm",-607.2,0,0,0
"May 27, 12:00 am",-607.2,0,0,0
"May 27, 01:00 am",-607.2,0,0,0
"May 27, 02:00 am",-607.2,0,0,0
"May 27, 03:00 am",-607.2,0,0,0
"May 27, 04:00 am",-607.2,0,0,0
"May 27, 05:00 am",-607.2,0,0,0
"May 27, 06:00 am",-607.2,0,0,0
"May 27, 07:00 am",-2720.13,0,293,0
"May 27, 08:00 am",-818.16,0,0,0
"May 27, 09:00 am",-1602.84,0,89,0
"May 27, 10:00 am",-3302.01,0,305,0
"May 27, 11:00 am",46830.7,227.123,354,0
"May 27, 12:00 pm",64530.9,195.933,306,0
"May 27, 01:00 pm",66186.2,200.972,313,0
"May 27, 02:00 pm",101264,275.204,417,0
"May 27, 03:00 pm",91470.7,252.323,394,0
"May 27, 04:00 pm",82490.1,233.922,378,0
"May 27, 05:00 pm",-818.16,0,189,0
"May 27, 06:00 pm",-607.2,0,69,0
"May 27, 07:00 pm",-607.2,0,12,0
"May 27, 08:00 pm",-607.2,0,0,0
"May 27, 09:00 pm",-607.2,0,0,0
"May 27, 10:00 pm",-607.2,0,0,0
